Frame#	acq_t_s	NumEvent	Flux	UnixT	E_mean	SumE	Epx_mean	Dose_clu_pGy	Dose_pGy	DR_pGy_s	DR_uGy_h	Long	Lat	Alt	Year	Month	Day	Hour	Min	Sec
365848	25.0	1	0.02	1711164712.419	3471.7	3471.7	77.1	2436.5	2436.5	97.46	0.351	121.798	-18.132	625.335	2024	3	23	3	31	52
365896	25.0	1	0.02	1711165672.419	2274.7	2274.7	63.2	1596.4	1596.4	63.856	0.23	121.763	41.022	618.434	2024	3	23	3	47	52
365899	25.0	2	0.04	1711165736.419	3888.7	7777.4	62.0	2729.1	5458.2	218.328	0.786	121.912	44.718	617.735	2024	3	23	3	48	56
365935	25.0	8	0.162	1711166504.419	1831.5	14652.0	70.4	1285.4	10282.9	411.316	1.481	-112.026	85.492	610.133	2024	3	23	4	1	44
365938	25.0	2	0.04	1711166568.419	2244.6	4489.1	66.6	1575.2	3150.5	126.02	0.454	-90.922	82.468	609.803	2024	3	23	4	2	48
365941	25.0	7	0.141	1711166632.419	1746.7	12227.2	54.9	1225.9	8581.1	343.244	1.236	-82.534	79.014	609.529	2024	3	23	4	3	52
365944	25.0	11	0.222	1711166696.419	1485.8	16343.7	54.4	1042.7	11470.1	458.804	1.652	-78.296	75.432	609.295	2024	3	23	4	4	56
365980	25.0	1	0.02	1711167465.42	2095.8	2095.8	42.8	1470.8	1470.8	58.832	0.212	-70.386	27.446	610.197	2024	3	23	4	17	45
366023	0.243	13	27.019	1711168425.419	6966.0	90558.6	60.1	4888.8	63554.5	261541.152	941.548	-70.606	-31.887	615.071	2024	3	23	4	33	45
366064	22.8	12	0.266	1711169385.419	3156.7	37880.2	71.2	2215.4	26584.5	1165.987	4.198	34.049	-86.45	620.281	2024	3	23	4	49	45
366067	25.0	11	0.222	1711169449.419	1878.7	20665.4	70.2	1318.5	14503.1	580.124	2.088	69.333	-84.034	620.662	2024	3	23	4	50	49
366070	25.0	12	0.242	1711169513.419	4506.5	54077.5	69.3	3162.7	37951.9	1518.076	5.465	81.988	-80.729	621.054	2024	3	23	4	51	53
366073	25.0	10	0.202	1711169577.419	2602.7	26026.8	67.1	1826.6	18265.8	730.632	2.63	87.754	-77.206	621.453	2024	3	23	4	52	57
366076	25.0	12	0.242	1711169640.719	2195.6	26346.8	55.0	1540.9	18490.3	739.612	2.663	90.932	-73.605	621.84	2024	3	23	4	54	0
366108	25.0	1	0.02	1711170345.419	3235.0	3235.0	53.9	2270.3	2270.3	90.812	0.327	97.414	-29.472	625.222	2024	3	23	5	5	45
366117	25.0	1	0.02	1711170537.419	400.2	400.2	33.3	280.9	280.9	11.236	0.04	97.435	-18.391	625.275	2024	3	23	5	8	57
366159	25.0	1	0.02	1711171434.419	777.6	777.6	64.8	545.7	545.7	21.828	0.079	97.292	37.216	619.078	2024	3	23	5	23	54
366162	25.0	1	0.02	1711171498.42	1903.9	1903.9	54.4	1336.2	1336.2	53.448	0.192	97.406	41.159	618.348	2024	3	23	5	24	58
366193	25.0	3	0.061	1711172202.419	2229.5	6688.5	71.4	1564.7	4694.0	187.76	0.676	127.064	84.3	611.025	2024	3	23	5	36	42
366196	17.232	6	0.176	1711172266.419	1484.8	8909.1	67.6	1042.1	6252.5	362.842	1.306	165.734	86.553	610.618	2024	3	23	5	37	46
366199	25.0	9	0.182	1711172330.419	2299.4	20694.4	58.7	1613.7	14523.4	580.936	2.091	-138.912	85.663	610.244	2024	3	23	5	38	50
366238	25.0	3	0.061	1711173162.419	1671.0	5013.1	48.3	1172.7	3518.2	140.728	0.507	-94.842	35.125	609.875	2024	3	23	5	52	42
366241	25.0	2	0.04	1711173226.419	565.9	1131.7	48.4	397.1	794.2	31.768	0.114	-94.785	31.417	610.113	2024	3	23	5	53	46
366282	25.0	1	0.02	1711174122.419	661.5	661.5	55.1	464.2	464.2	18.568	0.067	-95.023	-24.215	614.583	2024	3	23	6	8	42
366288	25.0	2	0.04	1711174250.419	3466.8	6933.7	59.1	2433.0	4866.1	194.644	0.701	-94.972	-31.623	615.152	2024	3	23	6	10	50
366326	25.0	7	0.141	1711175083.419	1922.4	13457.0	57.3	1349.2	9444.2	377.768	1.36	-73.269	-82.78	619.492	2024	3	23	6	24	43
366329	25.0	8	0.162	1711175147.419	2217.1	17736.7	60.3	1556.0	12447.7	497.908	1.792	-50.046	-85.713	619.868	2024	3	23	6	25	47
366332	25.0	7	0.141	1711175211.419	3099.6	21697.5	75.8	2175.3	15227.4	609.096	2.193	5.593	-86.534	620.24	2024	3	23	6	26	51
366335	25.0	15	0.303	1711175275.419	2006.9	30103.0	67.0	1408.4	21126.5	845.06	3.042	43.503	-84.252	620.627	2024	3	23	6	27	55
366338	25.0	11	0.222	1711175339.419	3210.5	35315.9	62.1	2253.2	24784.9	991.396	3.569	57.028	-80.975	621.005	2024	3	23	6	28	59
366371	25.0	3	0.061	1711176043.419	4062.5	12187.4	60.3	2851.1	8553.2	342.128	1.232	72.932	-37.12	624.859	2024	3	23	6	40	43
366374	25.0	3	0.061	1711176107.419	1442.9	4328.8	39.8	1012.7	3038.0	121.52	0.437	73.003	-33.428	625.012	2024	3	23	6	41	47
366377	25.0	2	0.04	1711176171.419	2221.5	4443.0	39.2	1559.0	3118.1	124.724	0.449	73.048	-29.736	625.112	2024	3	23	6	42	51
366383	25.0	1	0.02	1711176299.419	594.8	594.8	45.8	417.4	417.4	16.696	0.06	73.078	-22.348	625.197	2024	3	23	6	44	59
366416	25.0	1	0.02	1711177003.42	473.8	473.8	26.3	332.5	332.5	13.3	0.048	72.778	22.014	621.555	2024	3	23	6	56	43
366422	25.0	1	0.02	1711177131.42	3071.5	3071.5	74.9	2155.6	2155.6	86.224	0.31	72.806	29.41	620.359	2024	3	23	6	58	51
366461	25.0	15	0.303	1711177963.419	2593.4	38901.0	69.8	1820.1	27300.9	1092.036	3.931	88.355	80.777	611.516	2024	3	23	7	12	43
366464	25.0	11	0.222	1711178027.419	2609.8	28707.6	73.0	1831.6	20147.2	805.888	2.901	101.23	84.086	611.055	2024	3	23	7	13	47
366467	25.0	17	0.343	1711178091.419	2142.3	36418.8	62.8	1503.5	25558.9	1022.356	3.68	137.277	86.475	610.644	2024	3	23	7	14	51
366470	19.487	6	0.156	1711178155.419	2128.0	12768.0	68.1	1493.4	8960.7	459.83	1.655	-166.01	85.827	610.283	2024	3	23	7	15	55
366473	25.0	9	0.182	1711178219.419	2437.3	21935.8	64.3	1710.5	15394.7	615.788	2.217	-141.489	82.933	609.969	2024	3	23	7	16	59
366508	25.0	3	0.061	1711178988.419	1825.0	5474.9	69.7	1280.8	3842.3	153.692	0.553	-119.21	35.387	609.923	2024	3	23	7	29	48
366559	25.0	1	0.02	1711180012.42	7808.9	7808.9	47.9	5480.3	5480.3	219.212	0.789	-119.372	-27.656	614.905	2024	3	23	7	46	52
366598	25.0	21	0.424	1711180844.42	2719.3	57105.3	66.8	1908.4	40076.8	1603.072	5.771	-107.084	-79.105	619.101	2024	3	23	8	0	44
366601	25.0	29	0.586	1711180908.419	3780.4	109630.8	70.4	2653.1	76939.5	3077.58	11.079	-98.559	-82.545	619.461	2024	3	23	8	1	48
366604	20.873	13	0.315	1711180972.419	3419.1	44448.7	72.8	2399.6	31194.3	1494.481	5.38	-77.034	-85.542	619.823	2024	3	23	8	2	52
366607	25.0	29	0.586	1711181036.42	2930.2	84976.6	73.1	2056.5	59637.1	2385.484	8.588	-23.019	-86.601	620.196	2024	3	23	8	3	56
366610	23.903	18	0.38	1711181100.42	3130.6	56351.2	65.0	2197.1	39547.6	1654.504	5.956	17.582	-84.466	620.565	2024	3	23	8	5	0
366643	25.0	1	0.02	1711181804.419	2752.6	2752.6	78.6	1931.8	1931.8	77.272	0.278	48.457	-41.073	624.574	2024	3	23	8	16	44
366646	25.0	1	0.02	1711181868.419	885.6	885.6	63.3	621.5	621.5	24.86	0.089	48.564	-37.382	624.769	2024	3	23	8	17	48
366649	25.0	1	0.02	1711181932.42	1177.0	1177.0	53.5	826.0	826.0	33.04	0.119	48.637	-33.691	624.913	2024	3	23	8	18	52
366688	25.0	1	0.02	1711182765.419	2002.6	2002.6	62.6	1405.4	1405.4	56.216	0.202	48.424	18.054	622.041	2024	3	23	8	32	45
366733	25.0	24	0.485	1711183725.419	3335.7	80056.1	72.7	2341.0	56183.8	2247.352	8.09	57.87	76.996	611.931	2024	3	23	8	48	45
366736	25.0	19	0.384	1711183789.419	2949.2	56034.0	70.4	2069.7	39325.0	1573.0	5.663	63.433	80.535	611.443	2024	3	23	8	49	49
366739	25.0	16	0.323	1711183853.419	3785.1	60561.6	73.0	2656.4	42502.5	1700.1	6.12	75.509	83.87	610.984	2024	3	23	8	50	53
366742	25.0	23	0.465	1711183917.419	2586.4	59487.0	67.7	1815.1	41748.3	1669.932	6.012	109.045	86.38	610.576	2024	3	23	8	51	57
366745	25.0	22	0.444	1711183981.419	2977.1	65495.3	70.6	2089.3	45965.0	1838.6	6.619	166.704	85.98	610.205	2024	3	23	8	53	1
366777	25.0	1	0.02	1711184685.419	906.4	906.4	64.7	636.1	636.1	25.444	0.092	-143.797	43.058	609.453	2024	3	23	9	4	45
366783	25.0	1	0.02	1711184813.419	1225.7	1225.7	64.5	860.2	860.2	34.408	0.124	-143.576	35.646	609.865	2024	3	23	9	6	53
366822	25.0	2	0.04	1711185645.419	1660.0	3320.0	72.3	1165.0	2330.0	93.2	0.336	-143.735	-16.281	614.03	2024	3	23	9	20	45
366831	25.0	1	0.02	1711185837.419	764.8	764.8	47.8	536.7	536.7	21.468	0.077	-143.736	-27.398	614.898	2024	3	23	9	23	57
366870	25.0	35	0.707	1711186670.419	3196.0	111860.8	72.7	2243.0	78504.5	3140.18	11.305	-131.847	-78.86	619.092	2024	3	23	9	37	50
366873	15.437	35	1.145	1711186734.419	3063.9	107236.9	71.2	2150.3	75259.5	4875.267	17.551	-123.777	-82.314	619.452	2024	3	23	9	38	54
366876	25.0	40	0.808	1711186798.419	3142.2	125686.9	72.9	2205.2	88207.8	3528.312	12.702	-103.776	-85.368	619.808	2024	3	23	9	39	58
366909	25.0	1	0.02	1711187502.42	3004.4	3004.4	49.3	2108.5	2108.5	84.34	0.304	23.728	-48.707	624.075	2024	3	23	9	51	42
366912	25.0	1	0.02	1711187566.419	1285.6	1285.6	51.4	902.2	902.2	36.088	0.13	23.936	-45.02	624.332	2024	3	23	9	52	46
366915	25.0	4	0.081	1711187630.42	3769.6	15078.3	52.0	2645.5	10582.0	423.28	1.524	24.089	-41.33	624.557	2024	3	23	9	53	50
366918	25.0	12	0.242	1711187694.42	2873.1	34477.6	62.1	2016.4	24196.6	967.864	3.484	24.198	-37.64	624.75	2024	3	23	9	54	54
366921	25.0	26	0.525	1711187758.42	2352.7	61169.0	70.4	1651.1	42928.7	1717.148	6.182	24.273	-33.948	624.907	2024	3	23	9	55	58
366954	25.0	1	0.02	1711188462.419	11746.5	11746.5	41.2	8243.8	8243.8	329.752	1.187	24.108	10.4	623.036	2024	3	23	10	7	42
366966	25.0	1	0.02	1711188718.419	1483.9	1483.9	70.7	1041.4	1041.4	41.656	0.15	24.057	25.193	620.912	2024	3	23	10	11	58
366999	4.48	17	1.916	1711189422.419	2616.4	44478.2	75.9	1836.2	31215.1	6967.656	25.084	28.394	69.48	613.004	2024	3	23	10	23	42
367002	11.392	36	1.596	1711189486.419	3168.5	114066.9	72.8	2223.7	80052.8	7027.107	25.298	30.254	73.13	612.437	2024	3	23	10	24	46
367005	11.951	29	1.226	1711189550.42	3385.7	98186.3	70.0	2376.1	68907.7	5765.852	20.757	33.231	76.746	611.895	2024	3	23	10	25	50
367008	17.82	40	1.134	1711189614.419	3312.8	132511.6	70.7	2324.9	92997.4	5218.709	18.787	38.543	80.294	611.395	2024	3	23	10	26	54
367011	19.461	38	0.986	1711189678.419	4254.8	161683.3	76.7	2986.1	113470.2	5830.646	20.99	49.889	83.652	610.929	2024	3	23	10	27	58
367050	25.0	1	0.02	1711190511.42	1366.8	1366.8	45.6	959.2	959.2	38.368	0.138	-168.168	43.315	609.351	2024	3	23	10	41	51
367053	25.0	1	0.02	1711190575.42	1499.2	1499.2	107.1	1052.1	1052.1	42.084	0.152	-168.035	39.609	609.544	2024	3	23	10	42	55
367056	25.0	1	0.02	1711190639.419	1087.3	1087.3	35.1	763.1	763.1	30.524	0.11	-167.942	35.902	609.762	2024	3	23	10	43	59
367095	25.0	1	0.02	1711191471.419	2282.3	2282.3	36.8	1601.7	1601.7	64.068	0.231	-168.096	-16.026	613.962	2024	3	23	10	57	51
367143	6.364	18	1.428	1711192495.419	2914.2	52455.9	66.1	2045.2	36813.8	5784.695	20.825	-156.582	-78.617	619.093	2024	3	23	11	14	55
