Frame#	acq_t_s	NumEvent	Flux	UnixT	E_mean	SumE	Epx_mean	Dose_clu_pGy	Dose_pGy	DR_pGy_s	DR_uGy_h	Long	Lat	Alt	Year	Month	Day	Hour	Min	Sec
365149	25.0	2	0.04	1711149989.419	166.2	332.5	17.4	116.7	233.4	9.336	0.034	2.697	28.075	610.379	2024	3	22	23	26	29
365152	25.0	4	0.081	1711150053.419	251.9	1007.7	24.9	176.8	707.2	28.288	0.102	2.714	24.118	610.671	2024	3	22	23	27	33
365155	25.0	5	0.101	1711150117.419	143.6	717.8	18.8	100.8	503.8	20.152	0.073	2.714	20.161	610.975	2024	3	22	23	28	37
365161	25.0	2	0.04	1711150245.42	342.0	684.1	16.5	240.0	480.1	19.204	0.069	2.677	12.247	611.603	2024	3	22	23	30	45
365164	8.517	3	0.178	1711150309.42	204.5	613.4	30.4	143.5	430.5	50.546	0.182	2.647	8.289	611.931	2024	3	22	23	31	49
365167	25.0	4	0.081	1711150373.419	328.6	1314.5	24.9	230.6	922.5	36.9	0.133	2.611	4.332	612.252	2024	3	22	23	32	53
365170	25.0	2	0.04	1711150437.42	306.5	613.0	25.6	215.1	430.2	17.208	0.062	2.573	0.375	612.577	2024	3	22	23	33	57
365173	25.0	7	0.141	1711150501.42	631.6	4421.1	20.8	443.3	3102.8	124.112	0.447	2.535	-3.581	612.898	2024	3	22	23	35	1
365176	25.0	3	0.061	1711150565.42	305.1	915.2	17.6	214.1	642.3	25.692	0.092	2.499	-7.537	613.218	2024	3	22	23	36	5
365179	25.0	8	0.162	1711150629.42	342.1	2736.8	29.5	240.1	1920.7	76.828	0.277	2.467	-11.493	613.531	2024	3	22	23	37	9
365182	25.0	11	0.222	1711150693.42	481.9	5300.4	22.1	338.2	3719.9	148.796	0.536	2.442	-15.448	613.843	2024	3	22	23	38	13
365185	25.0	12	0.242	1711150757.42	391.3	4695.5	26.7	274.6	3295.3	131.812	0.475	2.427	-19.402	614.145	2024	3	22	23	39	17
365197	2.569	4	0.786	1711151013.42	1229.2	4916.9	23.1	862.7	3450.7	1343.207	4.836	2.53	-35.207	615.326	2024	3	22	23	43	33
365200	6.745	3	0.225	1711151077.42	708.6	2125.9	26.1	497.3	1492.0	221.201	0.796	2.624	-39.155	615.619	2024	3	22	23	44	37
365203	20.014	7	0.177	1711151141.42	400.9	2806.5	24.3	281.4	1969.6	98.411	0.354	2.76	-43.101	615.908	2024	3	22	23	45	41
365206	25.0	15	0.303	1711151205.419	401.5	6023.1	23.0	281.8	4227.0	169.08	0.609	2.953	-47.044	616.2	2024	3	22	23	46	45
365209	25.0	14	0.283	1711151269.42	294.1	4117.5	26.8	206.4	2889.7	115.588	0.416	3.218	-50.985	616.501	2024	3	22	23	47	49
365212	25.0	3	0.061	1711151333.419	214.2	642.5	22.6	150.3	450.9	18.036	0.065	3.583	-54.922	616.807	2024	3	22	23	48	53
365217	13.832	53	1.935	1711151462.52	173.8	9209.5	26.9	121.9	6463.3	467.272	1.682	4.798	-62.848	617.448	2024	3	22	23	51	2
365220	22.425	67	1.509	1711151526.42	260.8	17475.4	25.1	183.0	12264.3	546.903	1.969	5.798	-66.758	617.783	2024	3	22	23	52	6
365223	25.0	20	0.404	1711151590.419	233.8	4676.3	24.4	164.1	3281.9	131.276	0.473	7.281	-70.66	618.127	2024	3	22	23	53	10
365226	10.298	11	0.539	1711151654.42	443.0	4872.7	23.5	310.9	3419.7	332.074	1.195	9.603	-74.536	618.483	2024	3	22	23	54	14
365229	25.0	4	0.081	1711151718.42	423.5	1694.1	33.7	297.2	1188.9	47.556	0.171	13.596	-78.362	618.845	2024	3	22	23	55	18
365232	25.0	19	0.384	1711151782.419	246.0	4673.6	22.6	172.6	3280.0	131.2	0.472	21.559	-82.067	619.229	2024	3	22	23	56	22
365235	25.0	20	0.404	1711151846.419	362.1	7242.4	27.4	254.1	5082.8	203.312	0.732	42.289	-85.345	619.613	2024	3	22	23	57	26
365238	25.0	15	0.303	1711151910.419	475.0	7125.5	24.6	333.4	5000.7	200.028	0.72	98.155	-86.604	620.012	2024	3	22	23	58	30
365241	25.0	17	0.343	1711151974.419	371.2	6309.8	24.7	260.5	4428.3	177.132	0.638	140.616	-84.296	620.416	2024	3	22	23	59	34
365244	25.0	9	0.182	1711152038.419	293.6	2642.3	28.4	206.0	1854.4	74.176	0.267	154.911	-80.796	620.821	2024	3	23	0	0	38
365247	25.0	11	0.222	1711152102.419	623.0	6853.0	22.4	437.2	4809.5	192.38	0.693	161.041	-77.038	621.234	2024	3	23	0	1	42
365250	25.0	10	0.202	1711152166.419	385.3	3852.9	29.6	270.4	2704.0	108.16	0.389	164.294	-73.192	621.644	2024	3	23	0	2	46
365253	25.0	11	0.222	1711152230.419	439.8	4837.7	21.8	308.6	3395.1	135.804	0.489	166.264	-69.309	622.051	2024	3	23	0	3	50
365256	24.684	12	0.246	1711152294.419	423.8	5086.1	22.0	297.5	3569.5	144.608	0.521	167.549	-65.407	622.45	2024	3	23	0	4	54
365259	25.0	14	0.283	1711152358.419	392.2	5491.0	25.9	275.3	3853.6	154.144	0.555	168.431	-61.492	622.839	2024	3	23	0	5	58
365262	25.0	10	0.202	1711152422.419	376.1	3760.9	22.8	263.9	2639.4	105.576	0.38	169.056	-57.571	623.214	2024	3	23	0	7	2
365265	25.0	19	0.384	1711152486.419	280.7	5333.7	24.9	197.0	3743.2	149.728	0.539	169.506	-53.644	623.568	2024	3	23	0	8	6
365268	25.0	15	0.303	1711152550.419	349.3	5240.1	29.2	245.2	3677.5	147.1	0.53	169.834	-49.714	623.894	2024	3	23	0	9	10
365271	25.0	34	0.687	1711152614.419	352.6	11987.6	29.4	247.4	8413.0	336.52	1.211	170.073	-45.781	624.19	2024	3	23	0	10	14
365274	25.0	15	0.303	1711152678.419	309.8	4647.6	23.4	217.4	3261.7	130.468	0.47	170.245	-41.846	624.454	2024	3	23	0	11	18
365277	25.0	12	0.242	1711152742.419	233.4	2800.8	20.5	163.8	1965.6	78.624	0.283	170.365	-37.91	624.676	2024	3	23	0	12	22
365280	25.0	15	0.303	1711152806.42	247.6	3714.2	24.1	173.8	2606.6	104.264	0.375	170.447	-33.972	624.857	2024	3	23	0	13	26
365283	25.0	7	0.141	1711152870.419	288.3	2018.3	24.6	202.4	1416.5	56.66	0.204	170.497	-30.033	624.99	2024	3	23	0	14	30
365286	25.0	10	0.202	1711152934.419	376.0	3760.3	30.4	263.9	2639.0	105.56	0.38	170.523	-26.094	625.076	2024	3	23	0	15	34
365289	25.0	4	0.081	1711152998.419	300.1	1200.2	30.7	210.6	842.3	33.692	0.121	170.53	-22.153	625.11	2024	3	23	0	16	38
365292	25.0	1	0.02	1711153062.419	697.4	697.4	25.8	489.4	489.4	19.576	0.07	170.522	-18.212	625.081	2024	3	23	0	17	42
365295	25.0	4	0.081	1711153126.419	462.5	1849.9	17.4	324.6	1298.3	51.932	0.187	170.502	-14.27	625.0	2024	3	23	0	18	46
365298	25.0	2	0.04	1711153190.419	285.2	570.3	37.6	200.1	400.2	16.008	0.058	170.474	-10.328	624.856	2024	3	23	0	19	50
365301	25.0	2	0.04	1711153254.419	482.0	964.1	30.4	338.3	676.6	27.064	0.097	170.44	-6.385	624.653	2024	3	23	0	20	54
365307	25.0	6	0.121	1711153382.419	348.9	2093.6	20.7	244.9	1469.3	58.772	0.212	170.363	1.502	624.082	2024	3	23	0	23	2
365310	25.0	5	0.101	1711153446.419	469.4	2347.2	27.0	329.5	1647.3	65.892	0.237	170.325	5.446	623.704	2024	3	23	0	24	6
365313	25.0	1	0.02	1711153510.419	336.7	336.7	18.7	236.3	236.3	9.452	0.034	170.29	9.39	623.269	2024	3	23	0	25	10
365316	25.0	8	0.162	1711153574.419	529.9	4239.2	19.9	371.9	2975.1	119.004	0.428	170.26	13.334	622.793	2024	3	23	0	26	14
365322	25.0	2	0.04	1711153702.419	366.0	732.1	20.1	256.9	513.8	20.552	0.074	170.227	21.224	621.696	2024	3	23	0	28	22
365325	25.0	3	0.061	1711153766.419	747.5	2242.4	15.8	524.6	1573.7	62.948	0.227	170.231	25.169	621.08	2024	3	23	0	29	26
365328	25.0	1	0.02	1711153830.419	768.4	768.4	54.9	539.3	539.3	21.572	0.078	170.252	29.113	620.426	2024	3	23	0	30	30
365331	25.0	3	0.061	1711153894.419	372.9	1118.7	31.6	261.7	785.1	31.404	0.113	170.297	33.058	619.755	2024	3	23	0	31	34
365334	25.0	3	0.061	1711153958.419	216.2	648.7	28.0	151.8	455.3	18.212	0.066	170.37	37.002	619.054	2024	3	23	0	32	38
365337	25.0	4	0.081	1711154022.419	566.6	2266.3	36.2	397.6	1590.5	63.62	0.229	170.482	40.945	618.334	2024	3	23	0	33	42
365340	25.0	9	0.182	1711154086.419	350.8	3157.5	24.0	246.2	2216.0	88.64	0.319	170.642	44.887	617.612	2024	3	23	0	34	46
365343	21.157	9	0.215	1711154150.419	344.1	3097.0	25.6	241.5	2173.5	102.732	0.37	170.864	48.828	616.881	2024	3	23	0	35	50
365346	25.0	18	0.364	1711154214.419	332.9	5991.7	27.0	233.6	4205.0	168.2	0.606	171.171	52.768	616.153	2024	3	23	0	36	54
365349	25.0	7	0.141	1711154278.419	272.3	1906.4	33.3	191.1	1337.9	53.516	0.193	171.592	56.704	615.434	2024	3	23	0	37	58
365352	25.0	16	0.323	1711154342.419	266.0	4255.7	20.4	186.7	2986.7	119.468	0.43	172.174	60.636	614.735	2024	3	23	0	39	2
365357	25.0	20	0.404	1711154470.419	295.1	5902.4	24.5	207.1	4142.3	165.692	0.596	174.178	68.477	613.394	2024	3	23	0	41	10
365360	25.0	17	0.343	1711154534.42	328.5	5584.6	24.0	230.5	3919.3	156.772	0.564	175.972	72.375	612.775	2024	3	23	0	42	14
365363	25.0	15	0.303	1711154598.42	350.1	5251.9	29.4	245.7	3685.8	147.432	0.531	178.888	76.24	612.195	2024	3	23	0	43	18
365366	25.0	7	0.141	1711154662.421	213.8	1496.3	22.8	150.0	1050.1	42.004	0.151	-175.812	80.035	611.656	2024	3	23	0	44	22
365369	25.0	4	0.081	1711154726.421	660.4	2641.6	35.0	463.5	1853.9	74.156	0.267	-164.013	83.627	611.155	2024	3	23	0	45	26
365381	25.0	18	0.364	1711154982.419	388.3	6989.0	21.5	272.5	4904.9	196.196	0.706	-33.045	78.523	609.651	2024	3	23	0	49	42
365384	25.0	10	0.202	1711155046.419	259.3	2592.7	28.2	182.0	1819.6	72.784	0.262	-29.14	74.931	609.436	2024	3	23	0	50	46
365387	25.0	17	0.343	1711155110.419	432.5	7351.9	23.2	303.5	5159.6	206.384	0.743	-26.814	71.292	609.273	2024	3	23	0	51	50
365390	25.0	7	0.141	1711155174.419	208.0	1456.1	22.0	146.0	1021.9	40.876	0.147	-25.305	67.629	609.161	2024	3	23	0	52	54
365393	25.0	22	0.444	1711155239.519	489.1	10759.8	27.4	343.2	7551.3	302.052	1.087	-24.271	63.951	609.085	2024	3	23	0	53	59
365426	25.0	3	0.061	1711155942.419	993.1	2979.2	31.2	696.9	2090.8	83.632	0.301	-21.649	19.515	610.942	2024	3	23	1	5	42
365429	25.0	2	0.04	1711156006.419	864.4	1728.9	28.9	606.7	1213.4	48.536	0.175	-21.663	15.805	611.23	2024	3	23	1	6	46
365432	25.0	1	0.02	1711156070.419	232.0	232.0	25.8	162.8	162.8	6.512	0.023	-21.686	12.095	611.521	2024	3	23	1	7	50
365435	25.0	9	0.182	1711156134.419	331.3	2982.0	18.6	232.5	2092.8	83.712	0.301	-21.714	8.385	611.82	2024	3	23	1	8	54
365438	25.0	6	0.121	1711156198.419	473.9	2843.3	23.0	332.6	1995.4	79.816	0.287	-21.747	4.675	612.122	2024	3	23	1	9	58
365476	25.0	6	0.121	1711157030.42	467.7	2806.0	15.5	328.2	1969.3	78.772	0.284	-21.4	-47.197	616.115	2024	3	23	1	23	50
365479	25.0	16	0.323	1711157094.42	305.1	4880.9	22.8	214.1	3425.4	137.016	0.493	-21.151	-50.891	616.403	2024	3	23	1	24	54
365482	25.0	18	0.364	1711157158.42	219.9	3958.2	17.0	154.3	2777.9	111.116	0.4	-20.815	-54.582	616.689	2024	3	23	1	25	58
365512	25.0	9	0.182	1711157803.22	232.8	2095.3	20.8	163.4	1470.5	58.82	0.212	120.609	-83.603	620.483	2024	3	23	1	36	43
365515	25.0	15	0.303	1711157862.42	363.5	5452.6	25.8	255.1	3826.7	153.068	0.551	131.781	-80.249	620.876	2024	3	23	1	37	42
365518	25.0	3	0.061	1711157926.419	357.6	1072.8	26.4	251.0	752.9	30.116	0.108	137.037	-76.71	621.267	2024	3	23	1	38	46
365521	25.0	13	0.263	1711157990.419	233.4	3033.8	31.4	163.8	2129.1	85.164	0.307	139.992	-73.102	621.652	2024	3	23	1	39	50
365524	25.0	8	0.162	1711158054.419	422.7	3381.9	33.0	296.7	2373.4	94.936	0.342	141.841	-69.462	622.046	2024	3	23	1	40	54
365527	25.0	16	0.323	1711158118.419	377.4	6038.9	22.7	264.9	4238.1	169.524	0.61	143.079	-65.804	622.43	2024	3	23	1	41	58
365560	25.0	4	0.081	1711158822.42	206.3	825.2	26.2	144.8	579.1	23.164	0.083	146.167	-21.569	625.196	2024	3	23	1	53	42
365563	25.0	8	0.162	1711158886.419	254.7	2037.5	25.6	178.7	1429.9	57.196	0.206	146.158	-17.875	625.173	2024	3	23	1	54	46
365566	25.0	5	0.101	1711158950.42	798.1	3990.4	19.8	560.1	2800.5	112.02	0.403	146.139	-14.179	625.096	2024	3	23	1	55	50
365569	25.0	4	0.081	1711159014.42	301.1	1204.4	27.2	211.3	845.3	33.812	0.122	146.113	-10.484	624.973	2024	3	23	1	56	54
365572	25.0	3	0.061	1711159078.419	213.8	641.4	22.1	150.0	450.1	18.004	0.065	146.081	-6.787	624.785	2024	3	23	1	57	58
365605	25.0	5	0.101	1711159783.42	681.5	3407.7	27.7	478.3	2391.5	95.66	0.344	146.023	37.584	619.042	2024	3	23	2	9	43
365608	25.0	8	0.162	1711159847.419	355.3	2842.2	28.3	249.3	1994.7	79.788	0.287	146.132	41.281	618.357	2024	3	23	2	10	47
365611	25.0	2	0.04	1711159911.419	490.6	981.1	43.4	344.2	688.5	27.54	0.099	146.284	44.977	617.673	2024	3	23	2	11	51
365614	25.0	7	0.141	1711159975.419	271.5	1900.2	27.9	190.5	1333.6	53.344	0.192	146.492	48.672	616.981	2024	3	23	2	12	55
365617	25.0	16	0.323	1711160039.42	357.3	5716.6	26.4	250.7	4011.9	160.476	0.578	146.773	52.364	616.286	2024	3	23	2	13	59
365623	25.0	14	0.283	1711160167.42	397.5	5565.6	27.1	279.0	3906.0	156.24	0.562	147.822	60.689	614.767	2024	3	23	2	16	7
365626	1.0	5	2.525	1711160231.42	325.8	1629.1	20.2	228.7	1143.3	1143.3	4.116	148.645	64.615	614.077	2024	3	23	2	17	11
365629	22.754	30	0.666	1711160295.419	346.7	10400.4	24.6	243.3	7299.1	320.783	1.155	149.837	68.53	613.413	2024	3	23	2	18	15
365632	25.0	26	0.525	1711160359.42	440.3	11446.5	26.5	309.0	8033.2	321.328	1.157	151.641	72.427	612.784	2024	3	23	2	19	19
365638	25.0	16	0.323	1711160487.419	341.7	5466.9	25.3	239.8	3836.7	153.468	0.552	159.934	80.085	611.642	2024	3	23	2	21	27
365641	25.0	10	0.202	1711160551.42	523.8	5237.7	30.0	367.6	3675.8	147.032	0.529	171.847	83.673	611.139	2024	3	23	2	22	31
365644	25.0	26	0.525	1711160615.419	265.3	6896.7	23.8	186.2	4840.1	193.604	0.697	-153.228	86.383	610.683	2024	3	23	2	23	35
365647	23.903	21	0.444	1711160679.419	461.9	9699.8	29.3	324.2	6807.4	284.793	1.025	-92.943	85.824	610.281	2024	3	23	2	24	39
365650	6.253	1	0.081	1711160743.419	216.2	216.2	30.9	151.7	151.7	24.26	0.087	-65.714	82.236	609.887	2024	3	23	2	25	43
365653	25.0	10	0.202	1711160807.519	530.3	5303.4	32.9	372.2	3722.0	148.88	0.536	-57.774	78.768	609.614	2024	3	23	2	26	47
365656	25.0	17	0.343	1711160871.519	366.9	6237.7	27.3	257.5	4377.7	175.108	0.63	-53.71	75.18	609.39	2024	3	23	2	27	51
365659	25.0	20	0.404	1711160935.42	578.2	11563.3	20.4	405.8	8115.2	324.608	1.169	-51.306	71.544	609.218	2024	3	23	2	28	55
365662	25.0	15	0.303	1711160999.42	360.1	5401.0	26.0	252.7	3790.5	151.62	0.546	-49.755	67.881	609.089	2024	3	23	2	29	59
365695	25.0	1	0.02	1711161703.419	207.8	207.8	17.3	145.8	145.8	5.832	0.021	-46.008	23.479	610.532	2024	3	23	2	41	43
365698	25.0	7	0.141	1711161767.419	416.0	2911.9	20.3	291.9	2043.6	81.744	0.294	-46.01	19.769	610.81	2024	3	23	2	42	47
365701	25.0	7	0.141	1711161831.419	417.4	2921.7	27.2	292.9	2050.5	82.02	0.295	-46.023	16.059	611.097	2024	3	23	2	43	51
365707	25.0	5	0.101	1711161959.419	530.9	2654.3	25.4	372.6	1862.8	74.512	0.268	-46.073	8.639	611.7	2024	3	23	2	45	59
365761	2.294	7	1.541	1711162855.419	421.1	2947.9	34.8	295.6	2068.9	901.874	3.247	-45.775	-46.944	616.143	2024	3	23	3	0	55
365797	25.0	14	0.283	1711163624.419	375.9	5263.1	28.3	263.8	3693.7	147.748	0.532	95.032	-83.818	620.623	2024	3	23	3	13	44
365800	25.0	12	0.242	1711163688.419	315.5	3786.4	24.8	221.4	2657.3	106.292	0.383	106.906	-80.487	621.014	2024	3	23	3	14	48
365803	25.0	24	0.485	1711163752.419	311.9	7485.4	28.1	218.9	5253.3	210.132	0.756	112.406	-76.956	621.416	2024	3	23	3	15	52
365806	25.0	18	0.364	1711163816.419	514.3	9256.5	27.3	360.9	6496.3	259.852	0.935	115.469	-73.352	621.816	2024	3	23	3	16	56
365809	25.0	6	0.121	1711163880.419	257.1	1542.5	26.9	180.4	1082.5	43.3	0.156	117.374	-69.713	622.208	2024	3	23	3	18	0
365842	25.0	5	0.101	1711164584.419	441.5	2207.4	23.7	309.8	1549.2	61.968	0.223	121.801	-25.52	625.339	2024	3	23	3	29	44
365845	25.0	6	0.121	1711164648.419	447.2	2683.5	27.1	313.9	1883.3	75.332	0.271	121.806	-21.826	625.358	2024	3	23	3	30	48
365851	25.0	1	0.02	1711164776.419	363.4	363.4	21.4	255.0	255.0	10.2	0.037	121.78	-14.437	625.252	2024	3	23	3	32	56
365854	25.0	1	0.02	1711164840.419	300.9	300.9	15.8	211.2	211.2	8.448	0.03	121.754	-10.741	625.126	2024	3	23	3	34	0
365878	25.0	5	0.101	1711165305.92	320.4	1601.9	24.1	224.8	1124.2	44.968	0.162	121.51	18.836	622.24	2024	3	23	3	41	45
365893	25.0	9	0.182	1711165608.419	209.6	1886.0	22.1	147.1	1323.6	52.944	0.191	121.656	37.325	619.123	2024	3	23	3	46	48
365896	25.0	8	0.162	1711165672.419	313.0	2503.6	27.0	219.6	1757.0	70.28	0.253	121.763	41.022	618.434	2024	3	23	3	47	52
365899	25.0	10	0.202	1711165736.419	278.4	2784.4	24.0	195.4	1954.1	78.164	0.281	121.912	44.718	617.735	2024	3	23	3	48	56
365902	25.0	9	0.182	1711165800.419	245.8	2212.5	22.2	172.5	1552.7	62.108	0.224	122.116	48.412	617.024	2024	3	23	3	50	0
365935	25.0	24	0.485	1711166504.419	344.4	8265.8	25.5	241.7	5801.0	232.04	0.835	-112.026	85.492	610.133	2024	3	23	4	1	44
365938	25.0	12	0.242	1711166568.419	321.6	3859.5	26.8	225.7	2708.6	108.344	0.39	-90.922	82.468	609.803	2024	3	23	4	2	48
365941	25.0	13	0.263	1711166632.419	645.4	8390.5	29.3	453.0	5888.5	235.54	0.848	-82.534	79.014	609.529	2024	3	23	4	3	52
365944	25.0	14	0.283	1711166696.419	512.9	7180.7	28.0	360.0	5039.5	201.58	0.726	-78.296	75.432	609.295	2024	3	23	4	4	56
365947	25.0	3	0.061	1711166760.42	391.9	1175.8	32.1	275.1	825.2	33.008	0.119	-75.809	71.798	609.119	2024	3	23	4	6	0
365980	25.0	7	0.141	1711167465.42	254.1	1778.8	31.0	178.3	1248.4	49.936	0.18	-70.386	27.446	610.197	2024	3	23	4	17	45
365983	25.0	8	0.162	1711167528.52	678.3	5426.7	26.3	476.1	3808.5	152.34	0.548	-70.372	23.737	610.472	2024	3	23	4	18	48
365986	25.0	5	0.101	1711167593.42	288.3	1441.5	23.4	202.3	1011.7	40.468	0.146	-70.372	20.027	610.767	2024	3	23	4	19	53
365989	25.0	5	0.101	1711167657.42	204.4	1022.2	18.0	143.5	717.4	28.696	0.103	-70.385	16.317	611.068	2024	3	23	4	20	57
365992	25.0	2	0.04	1711167721.419	439.8	879.5	23.8	308.6	617.2	24.688	0.089	-70.406	12.607	611.379	2024	3	23	4	22	1
366023	0.243	14	29.098	1711168425.419	973.7	13632.0	46.8	683.4	9567.0	39370.37	141.733	-70.606	-31.887	615.071	2024	3	23	4	33	45
366064	22.8	9	0.199	1711169385.419	322.7	2903.9	24.1	226.4	2038.0	89.386	0.322	34.049	-86.45	620.281	2024	3	23	4	49	45
366067	25.0	14	0.283	1711169449.419	529.7	7415.6	27.2	371.7	5204.3	208.172	0.749	69.333	-84.034	620.662	2024	3	23	4	50	49
366070	25.0	15	0.303	1711169513.419	332.1	4981.6	25.4	233.1	3496.1	139.844	0.503	81.988	-80.729	621.054	2024	3	23	4	51	53
366073	25.0	9	0.182	1711169577.419	371.5	3343.6	29.7	260.7	2346.6	93.864	0.338	87.754	-77.206	621.453	2024	3	23	4	52	57
366076	25.0	26	0.525	1711169640.719	343.2	8924.2	25.4	240.9	6263.1	250.524	0.902	90.932	-73.605	621.84	2024	3	23	4	54	0
366108	25.0	15	0.303	1711170345.419	313.8	4706.7	23.5	220.2	3303.2	132.128	0.476	97.415	-29.473	625.222	2024	3	23	5	5	45
366111	25.0	13	0.263	1711170409.419	382.5	4972.3	23.2	268.4	3489.6	139.584	0.503	97.437	-25.779	625.286	2024	3	23	5	6	49
366114	25.0	11	0.222	1711170473.419	232.2	2553.8	24.4	162.9	1792.3	71.692	0.258	97.442	-22.085	625.311	2024	3	23	5	7	53
366117	25.0	6	0.121	1711170537.419	352.0	2111.8	20.4	247.0	1482.1	59.284	0.213	97.435	-18.391	625.275	2024	3	23	5	8	57
366120	25.0	3	0.061	1711170601.419	413.1	1239.2	25.8	289.9	869.7	34.788	0.125	97.418	-14.696	625.194	2024	3	23	5	10	1
366150	25.0	8	0.162	1711171242.42	270.1	2160.5	23.6	189.5	1516.3	60.652	0.218	97.148	25.974	621.039	2024	3	23	5	20	42
366153	25.0	5	0.101	1711171306.419	343.9	1719.3	27.8	241.3	1206.6	48.264	0.174	97.172	29.672	620.42	2024	3	23	5	21	46
366156	25.0	6	0.121	1711171370.419	417.6	2505.7	24.6	293.1	1758.5	70.34	0.253	97.22	33.543	619.742	2024	3	23	5	22	50
366159	25.0	3	0.061	1711171434.419	361.1	1083.4	25.6	253.4	760.3	30.412	0.109	97.292	37.216	619.078	2024	3	23	5	23	54
366162	25.0	5	0.101	1711171498.42	311.4	1557.0	25.5	218.5	1092.7	43.708	0.157	97.406	41.159	618.348	2024	3	23	5	24	58
366165	25.0	14	0.283	1711171561.619	385.5	5396.4	24.1	270.5	3787.2	151.488	0.545	97.566	45.052	617.618	2024	3	23	5	26	1
366193	25.0	7	0.141	1711172202.419	451.8	3162.7	30.6	317.1	2219.6	88.784	0.32	127.064	84.3	611.025	2024	3	23	5	36	42
366196	17.232	11	0.322	1711172266.419	271.8	2989.3	25.0	190.7	2097.9	121.744	0.438	165.734	86.553	610.618	2024	3	23	5	37	46
366199	25.0	21	0.424	1711172330.419	394.5	8284.3	29.5	276.9	5814.0	232.56	0.837	-138.912	85.663	610.244	2024	3	23	5	38	50
