Frame#	acq_t_s	NumEvent	Flux	UnixT	E_mean	SumE	Epx_mean	Dose_clu_pGy	Dose_pGy	DR_pGy_s	DR_uGy_h	Long	Lat	Alt	Year	Month	Day	Hour	Min	Sec
366202	25.0	3	0.061	1711172394.419	513.5	1540.4	38.2	360.4	1081.1	43.244	0.156	-116.178	82.7	609.922	2024	3	23	5	39	54
366238	25.0	23	0.465	1711173162.419	363.8	8367.0	28.3	255.3	5872.0	234.88	0.846	-94.842	35.125	609.875	2024	3	23	5	52	42
366241	25.0	26	0.525	1711173226.419	338.2	8793.8	26.7	237.4	6171.5	246.86	0.889	-94.785	31.417	610.113	2024	3	23	5	53	46
366244	25.0	14	0.283	1711173290.419	319.0	4465.4	19.9	223.8	3133.8	125.352	0.451	-94.751	27.708	610.372	2024	3	23	5	54	50
366247	25.0	7	0.141	1711173354.419	353.4	2473.8	25.3	248.0	1736.1	69.444	0.25	-94.736	23.999	610.652	2024	3	23	5	55	54
366250	25.0	5	0.101	1711173418.419	270.3	1351.6	22.4	189.7	948.6	37.944	0.137	-94.736	20.289	610.936	2024	3	23	5	56	58
366282	25.0	9	0.182	1711174122.419	781.5	7033.4	25.9	548.5	4936.1	197.444	0.711	-95.023	-24.215	614.583	2024	3	23	6	8	42
366285	25.0	3	0.061	1711174186.419	225.5	676.4	31.5	158.2	474.7	18.988	0.068	-95.007	-27.919	614.872	2024	3	23	6	9	46
366288	25.0	3	0.061	1711174250.419	208.7	626.1	20.0	146.5	439.4	17.576	0.063	-94.972	-31.623	615.152	2024	3	23	6	10	50
366291	25.0	9	0.182	1711174314.419	514.4	4629.9	20.5	361.0	3249.3	129.972	0.468	-94.914	-35.325	615.431	2024	3	23	6	11	54
366294	25.0	11	0.222	1711174378.419	382.9	4212.2	22.6	268.7	2956.1	118.244	0.426	-94.826	-39.026	615.718	2024	3	23	6	12	58
366326	25.0	22	0.444	1711175083.419	322.8	7102.3	26.7	226.6	4984.4	199.376	0.718	-73.269	-82.78	619.492	2024	3	23	6	24	43
366329	25.0	18	0.364	1711175147.419	381.0	6858.3	27.7	267.4	4813.2	192.528	0.693	-50.046	-85.713	619.868	2024	3	23	6	25	47
366332	25.0	16	0.323	1711175211.419	334.1	5345.5	20.2	234.5	3751.5	150.06	0.54	5.593	-86.534	620.24	2024	3	23	6	26	51
366335	25.0	18	0.364	1711175275.419	397.9	7161.9	24.2	279.2	5026.3	201.052	0.724	43.503	-84.252	620.627	2024	3	23	6	27	55
366338	25.0	17	0.343	1711175339.419	402.0	6834.0	29.9	282.1	4796.1	191.844	0.691	57.028	-80.975	621.005	2024	3	23	6	28	59
366371	25.0	17	0.343	1711176043.419	356.9	6067.3	24.5	250.5	4258.1	170.324	0.613	72.932	-37.12	624.859	2024	3	23	6	40	43
366374	25.0	16	0.323	1711176107.419	492.4	7877.6	27.6	345.5	5528.5	221.14	0.796	73.003	-33.428	625.012	2024	3	23	6	41	47
366377	25.0	2	0.04	1711176171.419	155.2	310.4	27.6	108.9	217.8	8.712	0.031	73.048	-29.736	625.112	2024	3	23	6	42	51
366380	25.0	7	0.141	1711176235.419	514.8	3603.6	19.0	361.3	2529.0	101.16	0.364	73.072	-26.042	625.18	2024	3	23	6	43	55
366383	25.0	7	0.141	1711176299.419	247.0	1729.0	19.2	173.3	1213.4	48.536	0.175	73.078	-22.348	625.197	2024	3	23	6	44	59
366416	25.0	7	0.141	1711177003.42	230.3	1611.9	21.8	161.6	1131.2	45.248	0.163	72.778	22.013	621.555	2024	3	23	6	56	43
366422	25.0	3	0.061	1711177131.42	730.1	2190.2	39.2	512.4	1537.1	61.484	0.221	72.806	29.41	620.359	2024	3	23	6	58	51
366425	25.0	1	0.02	1711177195.42	578.0	578.0	26.3	405.6	405.6	16.224	0.058	72.85	33.108	619.722	2024	3	23	6	59	55
366428	25.0	8	0.162	1711177259.42	260.7	2085.2	29.9	182.9	1463.4	58.536	0.211	72.918	36.805	619.06	2024	3	23	7	0	59
366461	25.0	22	0.444	1711177963.419	506.9	11151.1	30.8	355.7	7825.9	313.036	1.127	88.355	80.777	611.516	2024	3	23	7	12	43
366464	25.0	13	0.263	1711178027.419	265.6	3453.1	21.5	186.4	2423.4	96.936	0.349	101.23	84.086	611.055	2024	3	23	7	13	47
366467	25.0	19	0.384	1711178091.419	295.2	5608.0	25.5	207.1	3935.7	157.428	0.567	137.277	86.475	610.644	2024	3	23	7	14	51
366470	19.487	18	0.467	1711178155.419	380.3	6844.7	28.9	266.9	4803.6	246.503	0.887	-166.01	85.827	610.283	2024	3	23	7	15	55
366473	25.0	20	0.404	1711178219.419	315.6	6312.9	27.2	221.5	4430.4	177.216	0.638	-141.489	82.933	609.969	2024	3	23	7	16	59
366505	25.0	22	0.444	1711178924.419	449.4	9887.8	26.2	315.4	6939.3	277.572	0.999	-119.299	39.094	609.709	2024	3	23	7	28	44
366508	25.0	6	0.121	1711178988.419	678.8	4073.1	25.9	476.4	2858.5	114.34	0.412	-119.21	35.387	609.923	2024	3	23	7	29	48
366511	25.0	8	0.162	1711179052.419	340.3	2722.2	20.3	238.8	1910.5	76.42	0.275	-119.151	31.68	610.159	2024	3	23	7	30	52
366514	25.0	10	0.202	1711179116.419	799.4	7994.2	25.3	561.0	5610.4	224.416	0.808	-119.115	27.971	610.425	2024	3	23	7	31	56
366517	25.0	8	0.162	1711179180.419	277.7	2221.6	26.5	194.9	1559.1	62.364	0.225	-119.099	24.262	610.702	2024	3	23	7	33	0
366553	25.0	4	0.081	1711179884.419	289.9	1159.5	25.5	203.4	813.7	32.548	0.117	-119.386	-20.245	614.339	2024	3	23	7	44	44
366556	25.0	3	0.061	1711179948.419	187.8	563.4	28.7	131.8	395.4	15.816	0.057	-119.387	-23.951	614.624	2024	3	23	7	45	48
366559	25.0	10	0.202	1711180012.42	207.3	2073.1	23.2	145.5	1454.9	58.196	0.21	-119.372	-27.656	614.905	2024	3	23	7	46	52
366562	25.0	6	0.121	1711180076.42	306.6	1839.3	19.1	215.1	1290.8	51.632	0.186	-119.339	-31.359	615.189	2024	3	23	7	47	56
366565	25.0	3	0.061	1711180140.419	201.2	603.5	20.2	141.2	423.5	16.94	0.061	-119.283	-35.062	615.464	2024	3	23	7	49	0
366598	25.0	14	0.283	1711180844.42	347.6	4866.4	27.9	244.0	3415.3	136.612	0.492	-107.084	-79.105	619.101	2024	3	23	8	0	44
366601	25.0	19	0.384	1711180908.419	335.8	6379.6	22.1	235.6	4477.2	179.088	0.645	-98.559	-82.545	619.461	2024	3	23	8	1	48
366604	20.873	15	0.363	1711180972.419	421.4	6320.8	29.3	295.7	4436.0	212.523	0.765	-77.034	-85.542	619.823	2024	3	23	8	2	52
366607	25.0	16	0.323	1711181036.42	427.9	6845.8	29.4	300.3	4804.4	192.176	0.692	-23.019	-86.601	620.196	2024	3	23	8	3	56
366610	23.903	18	0.38	1711181100.42	445.5	8019.3	31.1	312.7	5628.0	235.452	0.848	17.582	-84.466	620.565	2024	3	23	8	5	0
366643	25.0	11	0.222	1711181804.419	319.6	3515.8	24.3	224.3	2467.4	98.696	0.355	48.457	-41.073	624.574	2024	3	23	8	16	44
366646	25.0	12	0.242	1711181868.419	446.0	5352.2	28.9	313.0	3756.2	150.248	0.541	48.564	-37.382	624.769	2024	3	23	8	17	48
366649	25.0	12	0.242	1711181932.42	532.8	6393.2	20.5	373.9	4486.8	179.472	0.646	48.637	-33.691	624.913	2024	3	23	8	18	52
366655	25.0	7	0.141	1711182060.419	352.0	2464.2	29.3	247.1	1729.4	69.176	0.249	48.708	-26.305	625.091	2024	3	23	8	21	0
366688	25.0	5	0.101	1711182765.419	295.7	1478.3	29.3	207.5	1037.5	41.5	0.149	48.424	18.054	622.041	2024	3	23	8	32	45
366691	25.0	4	0.081	1711182829.419	384.5	1537.8	31.1	269.8	1079.2	43.168	0.155	48.416	21.752	621.489	2024	3	23	8	33	49
366694	25.0	2	0.04	1711182893.419	578.6	1157.2	22.5	406.0	812.1	32.484	0.117	48.42	25.451	620.906	2024	3	23	8	34	53
366700	25.0	7	0.141	1711183021.419	228.3	1597.9	22.7	160.2	1121.4	44.856	0.161	48.483	32.847	619.652	2024	3	23	8	37	1
366733	25.0	21	0.424	1711183725.419	292.4	6141.3	26.3	205.2	4310.0	172.4	0.621	57.871	76.996	611.931	2024	3	23	8	48	45
366736	25.0	17	0.343	1711183789.419	250.0	4250.7	25.3	175.5	2983.2	119.328	0.43	63.433	80.535	611.443	2024	3	23	8	49	49
366739	25.0	14	0.283	1711183853.419	582.6	8156.5	33.6	408.9	5724.3	228.972	0.824	75.509	83.87	610.984	2024	3	23	8	50	53
366742	25.0	14	0.283	1711183917.419	298.3	4176.8	28.4	209.4	2931.3	117.252	0.422	109.045	86.38	610.576	2024	3	23	8	51	57
366745	25.0	10	0.202	1711183981.419	180.5	1804.9	25.0	126.7	1266.7	50.668	0.182	166.704	85.98	610.205	2024	3	23	8	53	1
366777	25.0	13	0.263	1711184685.419	561.4	7298.0	34.2	394.0	5121.8	204.872	0.738	-143.797	43.058	609.453	2024	3	23	9	4	45
366780	25.0	7	0.141	1711184749.419	530.9	3716.3	28.7	372.6	2608.1	104.324	0.376	-143.667	39.353	609.645	2024	3	23	9	5	49
366783	25.0	12	0.242	1711184813.419	500.2	6002.7	26.5	351.1	4212.7	168.508	0.607	-143.576	35.646	609.865	2024	3	23	9	6	53
366786	25.0	5	0.101	1711184877.419	203.8	1019.2	30.7	143.1	715.3	28.612	0.103	-143.515	31.938	610.105	2024	3	23	9	7	57
366822	25.0	5	0.101	1711185645.419	176.7	883.4	25.4	124.0	620.0	24.8	0.089	-143.735	-16.281	614.03	2024	3	23	9	20	45
366825	25.0	6	0.121	1711185709.419	216.8	1301.0	23.4	152.2	913.0	36.52	0.131	-143.748	-19.987	614.325	2024	3	23	9	21	49
366828	25.0	3	0.061	1711185773.419	489.7	1469.2	22.7	343.7	1031.1	41.244	0.148	-143.75	-23.693	614.613	2024	3	23	9	22	53
366831	25.0	2	0.04	1711185837.419	518.3	1036.6	33.4	363.8	727.5	29.1	0.105	-143.736	-27.398	614.898	2024	3	23	9	23	57
366834	25.0	8	0.162	1711185901.419	262.8	2102.1	16.3	184.4	1475.3	59.012	0.212	-143.705	-31.102	615.18	2024	3	23	9	25	1
366870	25.0	12	0.242	1711186670.419	465.9	5590.7	25.0	327.0	3923.6	156.944	0.565	-131.847	-78.86	619.092	2024	3	23	9	37	50
366873	15.437	13	0.425	1711186734.419	356.1	4629.0	25.4	249.9	3248.7	210.449	0.758	-123.777	-82.313	619.452	2024	3	23	9	38	54
366876	25.0	10	0.202	1711186798.419	213.0	2130.2	30.7	149.5	1495.0	59.8	0.215	-103.776	-85.368	619.808	2024	3	23	9	39	58
366909	25.0	12	0.242	1711187502.42	462.8	5554.2	25.8	324.8	3898.0	155.92	0.561	23.728	-48.707	624.075	2024	3	23	9	51	42
366912	25.0	11	0.222	1711187566.419	272.5	2997.2	22.1	191.2	2103.5	84.14	0.303	23.936	-45.02	624.332	2024	3	23	9	52	46
366915	25.0	13	0.263	1711187630.42	293.3	3813.4	24.7	205.9	2676.3	107.052	0.385	24.089	-41.33	624.557	2024	3	23	9	53	50
366918	25.0	9	0.182	1711187694.42	259.1	2332.3	19.5	181.9	1636.8	65.472	0.236	24.198	-37.64	624.75	2024	3	23	9	54	54
366921	25.0	14	0.283	1711187758.42	498.2	6974.3	28.2	349.6	4894.6	195.784	0.705	24.273	-33.949	624.907	2024	3	23	9	55	58
366954	25.0	11	0.222	1711188462.419	301.9	3320.8	26.3	211.9	2330.6	93.224	0.336	24.108	10.4	623.036	2024	3	23	10	7	42
366957	25.0	1	0.02	1711188526.419	178.8	178.8	16.3	125.5	125.5	5.02	0.018	24.082	14.098	622.566	2024	3	23	10	8	46
366963	25.0	4	0.081	1711188654.419	408.0	1631.8	25.2	286.3	1145.2	45.808	0.165	24.054	21.494	621.502	2024	3	23	10	10	54
366966	25.0	8	0.162	1711188718.419	358.4	2867.0	27.1	251.5	2012.1	80.484	0.29	24.057	25.193	620.912	2024	3	23	10	11	58
366999	4.48	3	0.338	1711189422.419	582.2	1746.6	37.0	408.6	1225.8	273.616	0.985	28.394	69.48	613.004	2024	3	23	10	23	42
367002	11.392	5	0.222	1711189486.419	814.4	4071.8	38.1	571.5	2857.6	250.843	0.903	30.254	73.13	612.437	2024	3	23	10	24	46
367005	11.951	8	0.338	1711189550.42	412.7	3301.7	33.8	289.6	2317.2	193.892	0.698	33.231	76.746	611.895	2024	3	23	10	25	50
367008	17.82	11	0.312	1711189614.419	207.8	2285.6	20.4	145.8	1604.0	90.011	0.324	38.543	80.294	611.395	2024	3	23	10	26	54
367011	19.461	15	0.389	1711189678.419	352.7	5291.0	23.4	247.6	3713.3	190.807	0.687	49.889	83.652	610.929	2024	3	23	10	27	58
367044	25.0	2	0.04	1711190383.419	425.9	851.9	21.0	299.0	597.9	23.916	0.086	-168.597	50.721	609.061	2024	3	23	10	39	43
367047	25.0	10	0.202	1711190447.419	227.3	2273.4	20.0	159.6	1595.5	63.82	0.23	-168.35	47.019	609.189	2024	3	23	10	40	47
367050	25.0	7	0.141	1711190511.42	386.6	2706.2	19.5	271.3	1899.2	75.968	0.273	-168.168	43.315	609.351	2024	3	23	10	41	51
367053	25.0	10	0.202	1711190575.42	302.2	3022.3	23.4	212.1	2121.1	84.844	0.305	-168.035	39.609	609.544	2024	3	23	10	42	55
367056	25.0	6	0.121	1711190639.419	242.4	1454.2	16.3	170.1	1020.6	40.824	0.147	-167.942	35.902	609.762	2024	3	23	10	43	59
367089	25.0	4	0.081	1711191343.42	180.7	722.8	18.4	126.8	507.3	20.292	0.073	-168.045	-8.61	613.355	2024	3	23	10	55	43
367092	25.0	1	0.02	1711191407.42	236.5	236.5	16.9	166.0	166.0	6.64	0.024	-168.073	-12.318	613.665	2024	3	23	10	56	47
367095	25.0	4	0.081	1711191471.419	286.3	1145.2	25.2	200.9	803.7	32.148	0.116	-168.096	-16.026	613.962	2024	3	23	10	57	51
367098	25.0	7	0.141	1711191535.42	316.8	2217.8	23.5	222.4	1556.5	62.26	0.224	-168.109	-19.732	614.267	2024	3	23	10	58	55
367101	25.0	6	0.121	1711191599.42	257.0	1542.0	23.0	180.4	1082.2	43.288	0.156	-168.111	-23.438	614.56	2024	3	23	10	59	59
367143	6.364	11	0.873	1711192495.419	249.1	2739.7	30.5	174.8	1922.7	302.121	1.088	-156.582	-78.617	619.093	2024	3	23	11	14	55
367179	25.0	12	0.242	1711193263.419	251.4	3017.1	30.2	176.5	2117.4	84.696	0.305	-0.934	-52.646	623.829	2024	3	23	11	27	43
367182	25.0	10	0.202	1711193327.419	324.1	3241.5	24.1	227.5	2274.9	90.996	0.328	-0.648	-48.961	624.119	2024	3	23	11	28	47
367185	25.0	13	0.263	1711193391.419	227.6	2959.1	22.4	159.7	2076.7	83.068	0.299	-0.436	-45.274	624.38	2024	3	23	11	29	51
367188	25.0	3	0.061	1711193455.419	199.8	599.5	19.8	140.2	420.7	16.828	0.061	-0.28	-41.585	624.611	2024	3	23	11	30	55
367224	25.0	2	0.04	1711194224.419	592.9	1185.8	31.6	416.1	832.2	33.288	0.12	-0.219	6.446	623.544	2024	3	23	11	43	44
367227	25.0	3	0.061	1711194288.419	300.9	902.8	23.7	211.2	633.6	25.344	0.091	-0.251	10.144	623.112	2024	3	23	11	44	48
367232	25.0	2	0.04	1711194416.419	402.8	805.6	28.4	282.7	565.4	22.616	0.081	-0.297	17.54	622.118	2024	3	23	11	46	56
367235	25.0	6	0.121	1711194480.419	373.5	2240.8	26.1	262.1	1572.6	62.904	0.226	-0.307	21.238	621.567	2024	3	23	11	48	0
367274	9.03	3	0.168	1711195312.419	463.5	1390.5	33.9	325.3	975.9	108.073	0.389	5.734	72.878	612.413	2024	3	23	12	1	52
367277	14.51	7	0.244	1711195376.419	219.9	1539.6	33.0	154.4	1080.5	74.466	0.268	8.607	76.498	611.865	2024	3	23	12	2	56
367280	8.378	11	0.663	1711195440.419	669.4	7363.5	34.7	469.8	5167.7	616.818	2.221	13.686	80.052	611.349	2024	3	23	12	4	0
367315	25.0	13	0.263	1711196208.419	343.7	4468.6	21.7	241.2	3136.1	125.444	0.452	167.023	50.975	608.917	2024	3	23	12	16	48
367318	25.0	16	0.323	1711196272.419	306.4	4902.2	32.2	215.0	3440.4	137.616	0.495	167.275	47.273	609.039	2024	3	23	12	17	52
367321	25.0	1	0.02	1711196336.419	632.1	632.1	26.3	443.6	443.6	17.744	0.064	167.461	43.569	609.201	2024	3	23	12	18	56
367324	25.0	14	0.283	1711196400.419	231.9	3246.8	25.8	162.8	2278.6	91.144	0.328	167.597	39.863	609.387	2024	3	23	12	20	0
367357	25.0	3	0.061	1711197104.42	371.5	1114.6	26.0	260.7	782.2	31.288	0.113	167.629	-4.649	612.936	2024	3	23	12	31	44
367360	25.0	5	0.101	1711197168.419	381.5	1907.7	25.7	267.8	1338.8	53.552	0.193	167.596	-8.357	613.248	2024	3	23	12	32	48
367363	25.0	2	0.04	1711197232.42	227.9	455.9	25.9	160.0	320.0	12.8	0.046	167.567	-12.066	613.567	2024	3	23	12	33	52
367366	25.0	2	0.04	1711197296.42	249.6	499.2	26.9	175.2	350.3	14.012	0.05	167.544	-15.773	613.88	2024	3	23	12	34	56
367369	25.0	7	0.141	1711197360.42	272.3	1905.8	27.3	191.1	1337.5	53.5	0.193	167.53	-19.48	614.184	2024	3	23	12	36	0
367402	15.227	12	0.398	1711198065.42	439.4	5272.2	27.6	308.3	3700.1	242.996	0.875	170.119	-63.836	617.747	2024	3	23	12	47	45
367408	15.288	14	0.463	1711198193.419	288.4	4037.2	25.0	202.4	2833.3	185.328	0.667	172.621	-71.16	618.404	2024	3	23	12	49	53
367411	13.482	6	0.225	1711198257.419	161.1	966.5	24.0	113.0	678.3	50.312	0.181	174.9	-74.791	618.757	2024	3	23	12	50	57
367414	6.008	6	0.504	1711198321.42	279.2	1675.3	26.0	196.0	1175.7	195.689	0.704	178.704	-78.376	619.102	2024	3	23	12	52	1
367447	25.0	18	0.364	1711199025.42	233.0	4194.1	25.3	163.5	2943.4	117.736	0.424	-25.711	-56.58	623.575	2024	3	23	13	3	45
367450	25.0	15	0.303	1711199089.419	436.1	6541.6	26.7	306.1	4590.9	183.636	0.661	-25.318	-52.898	623.888	2024	3	23	13	4	49
367453	25.0	15	0.303	1711199153.419	393.8	5907.3	21.7	276.4	4145.8	165.832	0.597	-25.026	-49.213	624.181	2024	3	23	13	5	53
367459	3.03	2	0.333	1711199281.419	392.9	785.8	28.5	275.8	551.5	182.013	0.655	-24.65	-41.837	624.671	2024	3	23	13	8	1
367495	25.0	8	0.162	1711199985.419	437.0	3496.3	26.3	306.7	2453.7	98.148	0.353	-24.542	2.494	624.01	2024	3	23	13	19	45
367498	25.0	6	0.121	1711200049.419	652.0	3912.2	24.3	457.6	2745.6	109.824	0.395	-24.578	6.192	623.625	2024	3	23	13	20	49
367501	25.0	2	0.04	1711200113.42	158.0	316.0	31.6	110.9	221.8	8.872	0.032	-24.61	9.89	623.2	2024	3	23	13	21	53
367504	25.0	6	0.121	1711200177.419	259.0	1553.8	20.4	181.8	1090.5	43.62	0.157	-24.637	13.588	622.721	2024	3	23	13	22	57
367507	25.0	7	0.141	1711200241.419	637.4	4461.5	31.6	447.3	3131.1	125.244	0.451	-24.657	17.286	622.208	2024	3	23	13	24	1
367539	20.0	10	0.253	1711200945.419	507.6	5075.5	31.1	356.2	3562.0	178.1	0.641	-22.541	61.627	614.277	2024	3	23	13	35	45
367542	12.123	7	0.292	1711201009.419	452.8	3169.9	29.8	317.8	2224.7	183.511	0.661	-21.711	65.306	613.627	2024	3	23	13	36	49
367545	5.613	7	0.63	1711201073.419	400.2	2801.3	26.5	280.9	1966.0	350.258	1.261	-20.53	68.975	613.01	2024	3	23	13	37	53
367548	4.862	10	1.039	1711201137.419	353.9	3538.8	31.9	248.4	2483.5	510.798	1.839	-18.777	72.628	612.416	2024	3	23	13	38	57
367551	6.107	4	0.331	1711201201.419	477.1	1908.5	40.7	334.8	1339.4	219.322	0.79	-16.002	76.251	611.852	2024	3	23	13	40	1
367779	4.035	11	1.377	1711230146.42	333.6	3669.3	17.9	234.1	2575.1	638.191	2.297	-143.286	66.134	613.442	2024	3	23	21	42	26
367782	5.707	7	0.619	1711230210.421	237.3	1660.9	31.3	166.5	1165.6	204.24	0.735	-141.896	70.044	612.787	2024	3	23	21	43	30
367785	6.68	3	0.227	1711230274.421	526.3	1579.0	40.8	369.4	1108.2	165.898	0.597	-139.736	73.932	612.163	2024	3	23	21	44	34
367788	6.771	2	0.149	1711230338.421	183.0	366.0	30.0	128.4	256.9	37.941	0.137	-136.088	77.776	611.575	2024	3	23	21	45	38
367794	2.975	1	0.17	1711230466.42	89.5	89.5	17.9	62.8	62.8	21.109	0.076	-111.417	84.916	610.547	2024	3	23	21	47	46
