Ekin_final (keV)
59113.00501412677
52193.044972087315
51430.13964719103
""
47912.792584990086
53926.941165132725
45783.70941025814
51326.435616140116
53882.03041194309
58226.57009819908
52538.42142454226
57577.559518250375
21351.677289251624
47050.01949050889
53515.87401916965
47649.043781531574
58762.24545799216
50081.47668784035
51966.27303591728
43427.24328070172
57481.15196134065
48558.45119089002
55827.34003124754
49820.81017781909
49601.45219077764
""
46338.14719128779
48258.78601554696
54152.05412468822
45345.27987220565
48574.658984393645
48838.13013312541
40772.76511349535
49964.18972406449
48458.884551349416
46026.88875187525
45335.0774642338
49438.35436071695
50458.911321646774
43915.38570606592
36675.72217458316
50930.73198549499
58533.01634222817
50668.87126676328
52973.15653765209
45655.82463725213
49018.79036075972
45199.14651810509
48914.65213824262
25505.263350095658
55113.484458015766
49219.887386082875
47739.078822860356
46600.431632547705
53607.93234781192
46601.91673009993
39475.400619375476
55159.333238106345
51069.573762508095
50594.312937447954
46100.358496651614
47191.84168499708
50319.04883870991
60609.723596714364
42934.58940890944
50108.16709541292
48484.94879459922
52179.5834430319
43617.9773466336
40809.904167904126
51370.67266551815
52966.77221433004
51050.02177195921
51869.85562091393
53276.20969442918
114924.84267768993
43744.569462149506
761974.2287998338
55362.3194258946
50333.02654059635
50960.17640622229
46566.72532767128
46324.32298059521
269959.2263877267
""
55665.0967153094
46339.194879018316
60033.41391735183
""
55195.882983429336
46862.2409213943
50661.2799204214
51652.848702816504
48633.327943936914
56928.30365793665
61546.9717639854
44031.64961209089
58245.116400614934
51486.35850932669
51099.18563962395
63150.69576096649
52976.76576398583
59923.46474612159
50022.275835365916
47589.3097465388
48859.4636573855
46141.228714997356
58638.15298793237
54482.77160529241
45931.87941914442
60837.35506361153
45783.91360060352
57347.48971797391
225973.92497888705
41570.84082286044
44813.525406816494
55515.72224932469
45535.99086486617
42966.7801657289
48782.6730189914
48785.47747369581
53101.7673009628
602729.2652111085
44467.13374363648
45155.87952980699
46268.27544326579
60262.09083290455
46839.93263269271
42712.642333935386
62886.39531150477
46006.239471554654
54683.36365801448
50101.491265462915
52691.22304221809
51151.53402157222
43264.85566371619
50142.07432712323
48407.54060916628
21024.74258928666
51504.42820322529
85326.0099847426
49750.06933158031
46685.01409738393
45203.11966918743
49763.227690269276
59707.657733835564
6019321.262521304
58323.147491342475
55773.55351941536
1961500.8291772525
""
43771.977192609564
52215.675175539494
51089.39738704707
61010.70777816157
54580.37117861842
59645.98672023699
49636.572379850295
57493.30760117287
64162.88372057693
52361.07280939249
58045.73968894752
56697.42201279532
49713.794889085686
42063.87475403668
53267.49978699876
49684.62058353533
29105.95785519942
49270.67519132625
42349.37928029949
50279.41130716437
53811.931271183144
46180.92107163607
52329.376768942995
44089.74666236422
53713.15233274541
51677.365617173666
55364.44877794278
45407.3913385362
56768.737304360846
45384.9327126123
47278.279972685996
40928.17592916695
54356.84733238838
44139.50527669624
55593.83376848148
43859.095368903145
46914.89156563042
62661.046080348926
45746.98333132439
45500.88998429848
49923.16599853447
32680.193171644347
46232.37057729589
44602.02255398862
56369.16201617491
55841.88813347166
50293.36295560008
80176.96474156178
47320.98005655468
41865.45934650473
53395.35897057375
49323.01541727511
44291.059392020405
50102.97459229392
51514.122971866665
53870.23865268337
50020.05842527354
52163.438571122664
55451.58122132042
60475.78034182913
50481.75611309688
51577.61713284252
50392.76677800147
46494.834016512876
51559.76138401556
52096.011005990884
63601.73392374412
49304.12229359735
49737.89107846941
45872.93723373375
40565.57722528394
44916.76874245165
51637.57281092913
49566.62143907204
53636.97959256156
42459.18967573607
48810.49985334144
52465.38291011184
57703.380205777525
50386.26175390327
57062.58390076396
55111.07345171658
43825.23874077344
49443.88490340181
49521.21583984457
""
56631.07507964292
45785.13878166895
42647.40092997423
53321.21370791765
50918.70978365521
57835.78418228596
48196.9593769309
55935.24231251537
57328.864660823536
48610.816348710265
55293.36808317213
44860.98244093552
40813.558152094374
53266.37616127676
57239.16462655065
41489.581882877894
60391.06371753099
172456.70081369157
45492.22439854829
47437.427151291566
49770.0528811756
44215.339993116824
54546.41940245488
50587.246898360376
56311.47057392331
52625.113065999765
42419.33613312367
44638.540571628044
75676.26962969641
56333.522372054686
48928.7638677824
48994.957758460994
41737.77653943818
48786.17864191967
51737.31989653976
59170.42035493647
49268.76538711808
""
