Ekin_final (keV)
59113.012095272206
52193.04388855351
51430.140057149794
""
47912.783925558644
53926.92658713258
45783.69576129315
51326.43517534936
53882.021957794524
58226.57541795007
52538.44156442123
57577.56365925337
26167.881871857055
47050.00801694518
53515.88383935772
47649.04513189261
58762.227044877385
50081.47686392012
51966.28103947344
43427.23331856629
57481.168320840865
48558.43707887729
55827.3530536473
49820.82793228252
49601.45635280186
""
46338.1501526923
48258.80104773855
54152.041858731696
45345.27040235511
48574.64593013407
48838.13470611497
40772.756793104745
49964.19070948962
48458.890126578655
46026.89394810582
45335.06998819712
49438.37375946482
50458.92434343804
43915.39113788775
36675.721209803734
50930.74340454462
58532.99469598281
50668.8697040839
52973.154584852324
45655.82191685286
49018.783969172895
45199.13720902535
48914.644716086914
26976.812160494355
55113.4785140047
49219.89551813228
47739.069625925236
46600.42913242331
53607.93624864217
46601.913959370475
39475.39628389206
55159.31858024938
51069.57294500385
50594.31361109849
46100.35070414883
47191.834399350126
50319.04694200984
60609.72558864375
42934.5887931151
50108.168317622956
48484.947393503826
52179.584474383446
43617.97764619404
40809.8992074969
51370.67740888976
52966.76903170617
51050.02250573375
51869.87385462807
53276.2157340731
114924.9402635525
43744.557701959464
761976.0901378857
55362.31650190656
50333.022886639774
50960.18817048347
46566.72951824051
46324.32329482877
269959.45619528735
""
55665.09530386401
46339.198002785524
60033.392672831906
""
55195.8659252003
46862.246313580334
50661.27732883069
51652.849843259835
48633.325413250604
56928.322835490035
61546.97200075205
44031.64900532207
58245.125091144604
51486.346061264696
51099.185276068194
63150.703857661174
52976.76451757923
59923.45361301458
50022.269203336466
47589.30256591534
48859.46637828009
46141.22172990019
58638.14583561981
54482.795451804704
45931.87437549574
60837.351921267196
45783.89999943621
57347.4856751959
225973.94859427953
41570.84450924308
44813.52450097169
55515.72877235418
45535.980579448886
42966.778868704525
48782.67072390007
48785.47583160552
53101.76057767724
602728.7519417127
44467.12914919559
45155.87151146082
46268.26872786319
60262.08952843365
46839.933543251456
42712.653202915775
62886.381281118855
46006.24676809685
54683.364152547394
50101.4926487613
52691.21890627845
51151.54371267335
43264.84625739511
50142.070071381284
48407.55442379152
26118.088969928493
51504.41202608916
85326.00439186205
49750.076818634945
46685.012644557595
45203.11101624895
49763.23523924667
59707.6414130219
5233319.583046904
58323.16472901915
55773.571121720975
1937448.4444106214
""
43771.97182496771
52215.67199960909
51089.39641604339
61010.69461987728
54580.380358634226
59645.96987218199
49636.58440196987
57493.32296042834
64162.891729785406
52361.08520502083
58045.755602560086
56697.43301473703
49713.80708704089
42063.87319481503
53267.506798221715
49684.636838865976
29105.954766965348
49270.68404823402
42349.37679383247
50279.4101170736
53811.94105542729
46180.921781538585
52329.39029656296
44089.74446971068
53713.16978828448
51677.36910178402
55364.4454890702
45407.37911793799
56768.74150067362
45384.91877860885
47278.28852523004
40928.17594844435
54356.849130662195
44139.510535441324
55593.83638415159
43859.09260162025
46914.89943573437
62661.037336291214
45746.96498278363
45500.885106662565
49923.17742420971
32680.192473779578
46232.36995990005
44602.01773082006
56369.17150133952
55841.89859663464
50293.362677811376
80176.93657154331
47320.98444485759
41865.46430435112
53395.34715497048
49323.01833530758
44291.06097184759
50102.975968913954
51514.10513389568
53870.23292455536
50020.0517649007
52163.442725966444
55451.57386560265
60475.79431658772
50481.77212232328
51577.59884379551
50392.76252443235
46494.84179039331
51559.74091334855
52096.02921019922
63601.72944741982
49304.12628246599
49737.89958917497
45872.930512818486
40565.58200574694
44916.755995441716
51637.570552332385
49566.6222051389
53636.98302304595
42459.18708847385
48810.50310257901
52465.39000262708
57703.40435678168
50386.25641320248
57062.59932020942
55111.06805569918
43825.23981853443
49443.90391774161
49521.22155002007
""
56631.08513098391
45785.12546968679
42647.398952087104
53321.21220928869
50918.71978020127
57835.792516358975
48196.96903285127
55935.23625104794
57328.859968363606
48610.80994825942
55293.36759253458
44860.97094368143
40813.554033755325
53266.383280238704
57239.17272491876
41489.58034710822
60391.07347031224
172456.78660356105
45492.22100770765
47437.442690565455
49770.060991832535
44215.33471906242
54546.43565755485
50587.24887613396
56311.482091838945
52625.12185482908
42419.341187095226
44638.5377927731
75676.26837697071
56333.534714509005
48928.75387989008
48994.946232596856
41737.77822818381
48786.17716174146
51737.31888486375
59170.439540628584
49268.77450454519
""
56250.14327586788
""
50946.35746993972
52760.24117797481
54179.66450479794
50780.752530747515
45918.09943867114
56351.50498883214
51738.905414064255
59722.90225187307
52117.495837569775
51844.90026443587
57948.09208919108
46934.703746495485
50734.00838961522
54678.02764220323
""
47809.06558440237
53288.30077498148
41683.911572387646
44735.2689459819
50382.00337173655
54367.98111743638
182598.83668832312
46842.72140619721
50701.79739071536
47403.76158503844
42935.121900659076
48469.26334790181
57982.50372362401
51969.21634196914
52896.356373723735
46760.30679946204
54462.49799813821
45168.96087021347
42531.11788567846
46193.19989474485
209064.06877835185
48484.25522274148
""
43640.61457321569
59046.32951061825
47567.13387167987
44326.458084326514
48350.82771601022
32339.47455333483
56468.12556226581
48022.8642029127
46095.58398456099
43860.20959362747
42619.74944948143
59473.34509848435
54524.6158456803
51481.63542310386
45436.894527342
44743.81995279853
50630.42598288953
45774.50708517383
57938.410871617576
49153.77371251632
55439.066144953256
56253.59976164554
48647.26359242749
59091.11502370277
41901.645664062286
27622.013054878513
51732.29553861684
43810.56313530455
51565.77963459904
41153.26567501611
46295.8594925872
53381.236560832025
22068797.69335077
49151.63620526864
58821.370978355226
45159.83711955964
52720.6199251896
