Frame#	acq_t_s	NumEvent	Flux	UnixT	E_mean	SumE	Epx_mean	Dose_clu_pGy	Dose_pGy	DR_pGy_s	DR_uGy_h	Long	Lat	Alt
369590	25.0	16	0.32323232323232326	1711267788.419	336.3	5381.3	21.7	236.0	3776.6	151.064	0.544	-123.805	-53.426	616.95
369593	25.0	12	0.24242424242424243	1711267852.4189994	514.1	6169.0	27.7	360.8	4329.4	173.176	0.623	-123.393	-57.114	617.268
369596	25.0	18	0.36363636363636365	1711267916.4189994	347.8	6260.5	27.4	244.1	4393.7	175.748	0.633	-122.835	-60.797	617.601
369599	25.0	23	0.46464646464646464	1711267980.4189992	393.7	9054.1	24.3	276.3	6354.2	254.168	0.915	-122.065	-64.474	617.932
369605	4.5	9	1.0101010101010102	1711268108.419	265.9	2393.0	23.1	186.6	1679.4	373.2	1.344	-118.522	-73.266	618.765
369608	3.014	4	0.6702727339754546	1711268172.42	738.6	2954.6	35.1	518.4	2073.6	687.989	2.477	-115.74	-76.64	619.102
369635	5.357	9	0.8485074753508578	1711268748.42	295.4	2659.0	24.2	207.3	1866.1	348.348	1.254	39.855	-66.96	622.815
369641	9.717	10	0.5197597046933262	1711268876.419	191.0	1910.4	22.8	134.1	1340.7	137.975	0.497	41.513	-59.622	623.541
369644	9.506	14	0.7438151768048675	1711268940.4189994	194.4	2721.8	23.9	136.4	1910.2	200.947	0.723	42.019	-55.944	623.866
369677	25.0	5	0.10101010101010101	1711269644.42	275.7	1378.6	23.8	193.5	967.5	38.7	0.139	43.244	-11.656	625.132
369680	25.0	9	0.18181818181818182	1711269708.42	270.5	2434.7	25.5	189.9	1708.7	68.348	0.246	43.214	-7.96	624.922
369683	25.0	14	0.2828282828282828	1711269772.4189994	329.5	4612.4	24.3	231.2	3237.0	129.48	0.466	43.18	-4.264	624.674
369686	25.0	4	0.08080808080808081	1711269836.42	366.1	1464.4	22.2	256.9	1027.7	41.108	0.148	43.144	-0.567	624.368
369689	25.0	16	0.32323232323232326	1711269900.419	347.4	5558.0	24.9	243.8	3900.6	156.024	0.562	43.108	3.13	624.017
369722	25.0	18	0.36363636363636365	1711270604.4189994	367.2	6609.0	24.7	257.7	4638.2	185.528	0.668	43.544	47.501	616.801
369725	25.0	7	0.1414141414141414	1711270668.4190001	359.1	2513.8	31.8	252.0	1764.2	70.568	0.254	43.799	51.195	616.077
369728	25.0	13	0.26262626262626265	1711270732.4200003	346.3	4501.4	27.2	243.0	3159.1	126.364	0.455	44.144	54.887	615.372
369731	25.0	23	0.46464646464646464	1711270796.4189992	379.1	8718.7	25.6	266.0	6118.8	244.752	0.881	44.609	58.576	614.68
369758	25.0	9	0.18181818181818182	1711277868.42	264.3	2378.6	21.2	185.5	1669.3	66.772	0.24	-173.598	43.432	608.818
369764	25.0	5	0.10101010101010101	1711277996.419	595.4	2977.0	25.6	417.9	2089.3	83.572	0.301	-173.369	36.018	609.236
369800	25.0	3	0.06060606060606061	1711278764.4189994	171.8	515.6	25.1	120.6	361.9	14.476	0.052	-173.498	-12.208	613.412
369803	25.0	2	0.04040404040404041	1711278828.42	233.1	466.2	18.0	163.6	327.2	13.088	0.047	-173.521	-15.916	613.742
369806	25.0	2	0.04040404040404041	1711278892.419	105.6	211.1	23.2	74.1	148.2	5.928	0.021	-173.535	-19.622	614.068
369809	25.0	12	0.24242424242424243	1711278956.4189994	330.6	3966.9	24.0	232.0	2784.0	111.36	0.401	-173.537	-23.329	614.393
369812	25.0	2	0.04040404040404041	1711279020.42	249.6	499.1	29.7	175.2	350.3	14.012	0.05	-173.526	-27.034	614.714
369848	6.893	6	0.439620343871033	1711279788.4190001	184.1	1104.8	29.7	129.2	775.4	112.491	0.405	-166.054	-74.928	618.977
369853	5.722	8	0.7061174485152115	1711279916.419	178.9	1431.1	23.0	125.6	1004.4	175.533	0.632	-154.686	-81.983	619.734
369856	4.23	3	0.35819184755354966	1711279980.42	174.7	524.2	28.2	122.6	367.9	86.974	0.313	-136.632	-85.106	620.12
369889	25.0	14	0.2828282828282828	1711280684.4189994	553.2	7745.0	27.4	388.2	5435.5	217.42	0.783	-6.081	-49.077	624.518
369892	25.0	11	0.2222222222222222	1711280748.419	348.2	3830.1	22.0	244.4	2688.0	107.52	0.387	-5.867	-45.391	624.775
369895	25.0	16	0.32323232323232326	1711280812.42	355.4	5685.8	30.1	249.4	3990.3	159.612	0.575	-5.71	-41.702	624.995
369898	5.113	1	0.09877772443780657	1711280876.42	384.2	384.2	48.0	269.6	269.6	52.728	0.19	-5.597	-38.013	625.182
369937	25.0	2	0.04040404040404041	1711281644.419	395.9	791.8	27.0	277.8	555.7	22.228	0.08	-5.676	10.022	623.244
369940	25.0	5	0.10101010101010101	1711281709.419	496.9	2484.6	32.0	348.7	1743.7	69.748	0.251	-5.703	13.72	622.748
369943	25.0	8	0.16161616161616163	1711281773.419	207.9	1663.1	19.9	145.9	1167.2	46.688	0.168	-5.723	17.418	622.207
369946	25.0	3	0.06060606060606061	1711281837.419	535.6	1606.8	16.1	375.9	1127.7	45.108	0.162	-5.734	21.116	621.618
369949	25.0	4	0.08080808080808081	1711281901.419	568.5	2274.2	27.2	399.0	1596.0	63.84	0.23	-5.731	24.814	621.007
369982	3.29	3	0.46053237542599246	1711282605.42	350.7	1052.0	18.7	246.1	738.3	224.407	0.808	-1.698	68.706	612.732
369985	5.207	6	0.5819671654125274	1711282669.421	597.9	3587.3	31.3	419.6	2517.6	483.503	1.741	0.144	72.603	612.079
369988	3.259	4	0.6198840196999141	1711282733.421	281.6	1126.2	19.9	197.6	790.4	242.528	0.873	3.151	76.467	611.456
369994	7.6	6	0.39872408293460926	1711282861.421	188.9	1133.2	30.4	132.5	795.3	104.645	0.377	21.102	83.828	610.371
370000	5.674	4	0.3560454741279556	1711282989.421	298.4	1193.6	24.1	209.4	837.7	147.638	0.531	117.365	85.709	609.487
370003	6.049	5	0.41746611427550423	1711283053.42	134.6	672.9	16.7	94.4	472.2	78.062	0.281	141.273	82.627	609.143
370027	25.0	12	0.24242424242424243	1711283565.419	379.9	4558.4	22.4	266.6	3199.1	127.964	0.461	161.589	51.088	608.356
370030	23.855	7	0.14820178307916726	1711283629.419	228.6	1600.1	27.0	160.4	1123.0	47.076	0.169	161.843	47.385	608.483
370033	25.0	13	0.26262626262626265	1711283693.4199998	305.6	3973.0	23.9	214.5	2788.3	111.532	0.402	162.031	43.68	608.646
370036	25.0	5	0.10101010101010101	1711283757.419	301.0	1504.9	26.4	211.2	1056.1	42.244	0.152	162.168	39.974	608.843
370039	25.0	4	0.08080808080808081	1711283821.419	586.3	2345.4	21.6	411.5	1646.0	65.84	0.237	162.265	36.266	609.074
370072	25.0	3	0.06060606060606061	1711284525.419	519.6	1558.8	24.5	364.7	1094.0	43.76	0.158	162.172	-8.252	612.956
370075	25.0	3	0.06060606060606061	1711284589.42	371.7	1115.2	18.6	260.9	782.7	31.308	0.113	162.143	-11.961	613.304
370078	25.0	4	0.08080808080808081	1711284653.419	310.8	1243.2	20.4	218.1	872.5	34.9	0.126	162.12	-15.669	613.635
370081	25.0	4	0.08080808080808081	1711284717.419	582.6	2330.3	20.4	408.8	1635.4	65.416	0.235	162.105	-19.376	613.976
370084	25.0	6	0.12121212121212122	1711284781.419	391.6	2349.3	22.1	274.8	1648.8	65.952	0.237	162.101	-23.082	614.304
370105	25.0	14	0.2828282828282828	1711285229.419	447.4	6263.5	25.4	314.0	4395.8	175.832	0.633	162.957	-51.742	616.805
370108	5.744	4	0.35170647984018455	1711285293.419	580.8	2323.0	28.3	407.6	1630.3	283.827	1.022	163.293	-55.228	617.119
370123	8.523	8	0.47405890418914	1711285614.419	401.3	3210.5	38.0	281.6	2253.1	264.355	0.952	169.392	-74.688	618.994
370126	9.814	7	0.360235738267122	1711285678.4189994	189.8	1328.8	22.4	133.2	932.6	95.028	0.342	173.135	-78.275	619.367
370162	25.0	23	0.46464646464646464	1711286382.4190004	459.7	10574.1	21.7	322.7	7421.0	296.84	1.069	-31.149	-56.689	623.986
370170	6.962	6	0.43526329076458353	1711286574.4189994	497.1	2982.4	38.9	348.8	2093.1	300.646	1.082	-30.24	-45.637	624.85
370173	1.972	1	0.2561108037781466	1711286638.419	48.5	48.5	12.1	34.0	34.0	17.241	0.062	-30.079	-41.949	625.075
370222	19.747	19	0.48594518640601586	1711287342.4190001	528.6	10043.3	23.8	371.0	7048.4	356.935	1.285	-29.967	2.378	624.222
370225	25.0	5	0.10101010101010101	1711287406.419	557.9	2789.7	31.8	391.6	1957.8	78.312	0.282	-30.003	6.076	623.815
370228	25.0	3	0.06060606060606061	1711287470.4190001	317.5	952.6	17.6	222.8	668.5	26.74	0.096	-30.035	9.773	623.36
370231	25.0	2	0.04040404040404041	1711287534.419	200.9	401.9	21.3	141.0	282.1	11.284	0.041	-30.063	13.471	622.86
370234	25.0	6	0.12121212121212122	1711287598.4189994	363.2	2179.0	18.8	254.9	1529.2	61.168	0.22	-30.083	17.169	622.31
370267	25.0	11	0.2222222222222222	1711288302.419	370.2	4072.1	19.4	259.8	2857.8	114.312	0.412	-27.99	61.512	614.029
370273	5.88	6	0.5153576582148011	1711288430.42	361.4	2168.3	23.2	253.6	1521.7	258.793	0.932	-26.001	68.861	612.695
370276	9.617	9	0.472647867885468	1711288494.42	240.4	2163.4	24.5	168.7	1518.3	157.877	0.568	-24.271	72.514	612.071
370279	5.55	3	0.273000273000273	1711288558.42	204.6	613.9	36.5	143.6	430.8	77.622	0.279	-21.539	76.139	611.492
370317	25.0	11	0.2222222222222222	1711289391.4189994	291.6	3207.8	22.1	204.7	2251.3	90.052	0.324	137.207	51.336	608.234
370320	25.0	17	0.3434343434343434	1711289455.419	384.4	6534.7	20.9	269.8	4586.1	183.444	0.66	137.467	47.633	608.366
370323	25.0	3	0.06060606060606061	1711289519.42	324.1	972.3	21.2	227.5	682.4	27.296	0.098	137.659	43.929	608.519
370356	25.0	8	0.16161616161616163	1711290223.419	376.6	3012.5	21.3	264.3	2114.2	84.568	0.304	137.882	-0.587	612.1
370359	25.0	2	0.04040404040404041	1711290287.419	1316.0	2632.0	38.2	923.6	1847.2	73.888	0.266	137.846	-4.297	612.449
370362	25.0	2	0.04040404040404041	1711290351.419	416.8	833.6	23.7	292.5	585.0	23.4	0.084	137.813	-8.006	612.788
370365	25.0	1	0.020202020202020204	1711290415.419	316.6	316.6	21.1	222.2	222.2	8.888	0.032	137.784	-11.715	613.132
370368	25.0	5	0.10101010101010101	1711290479.419	467.7	2338.3	24.3	328.2	1641.0	65.64	0.236	137.76	-15.423	613.47
370401	6.369	8	0.6343859382012939	1711291183.419	328.1	2624.9	23.6	230.3	1842.2	289.245	1.041	139.552	-59.812	617.477
370404	12.675	10	0.39846193692347537	1711291247.4189994	274.3	2742.7	22.0	192.5	1924.8	151.858	0.547	140.256	-63.49	617.823
370410	5.145	4	0.3926534538779437	1711291375.42	201.8	807.3	20.7	141.6	566.6	110.126	0.396	142.672	-70.816	618.555
370445	25.0	14	0.2828282828282828	1711292143.4189992	419.9	5879.3	23.4	294.7	4126.1	165.044	0.594	-56.091	-60.609	623.736
370456	8.474	10	0.5960001239680258	1711292399.4189994	486.5	4864.6	40.4	341.4	3414.0	402.879	1.45	-54.615	-45.881	624.975
370509	25.0	5	0.10101010101010101	1711293232.419	268.3	1341.4	25.7	188.3	941.4	37.656	0.136	-54.362	5.828	624.025
370512	25.0	1	0.020202020202020204	1711293296.42	190.8	190.8	13.6	133.9	133.9	5.356	0.019	-54.394	9.526	623.581
370515	25.0	6	0.12121212121212122	1711293360.42	316.7	1900.2	22.1	222.3	1333.6	53.344	0.192	-54.422	13.223	623.075
370550	9.32	4	0.2167598734122339	1711294128.419	270.1	1080.4	25.8	189.6	758.2	81.352	0.293	-52.396	61.263	614.212
370553	11.653	10	0.43340813957822455	1711294192.419	281.2	2812.5	23.4	197.4	1973.8	169.381	0.61	-51.593	64.942	613.526
370559	18.619	10	0.27125544070600194	1711294320.419	188.6	1885.7	22.2	132.3	1323.4	71.078	0.256	-48.772	72.268	612.238
370571	15.278	6	0.1983442224311448	1711294576.42	306.6	1839.5	25.2	215.2	1291.0	84.501	0.304	11.952	86.502	609.931
370574	11.48	8	0.3519515714637666	1711294640.42	294.8	2358.7	32.6	206.9	1655.3	144.19	0.519	70.455	85.595	609.508
370577	11.48	16	0.7039031429275332	1711294704.421	284.5	4552.5	18.6	199.7	3195.0	278.31	1.002	93.402	82.386	609.136
370592	18.513	15	0.4092128545215565	1711295024.4190001	196.4	2946.4	20.9	137.9	2067.8	111.694	0.402	111.326	62.673	608.161
370595	14.114	17	0.6083221330493542	1711295088.419	229.9	3908.9	22.1	161.4	2743.3	194.367	0.7	111.984	58.983	608.149
370598	25.0	12	0.24242424242424243	1711295152.4190001	419.9	5038.8	26.0	294.7	3536.3	141.452	0.509	112.466	55.287	608.176
370604	25.0	13	0.26262626262626265	1711295280.4190001	333.1	4330.6	26.8	233.8	3039.2	121.568	0.438	113.088	47.885	608.365
370637	25.0	7	0.1414141414141414	1711295984.4190001	282.8	1979.8	26.6	198.5	1389.4	55.576	0.2	113.558	3.376	611.708
370640	25.0	2	0.04040404040404041	1711296048.419	278.7	557.4	25.4	195.6	391.2	15.648	0.056	113.522	-0.334	612.057
370643	25.0	2	0.04040404040404041	1711296112.419	208.8	417.7	23.6	146.6	293.1	11.724	0.042	113.487	-4.044	612.406
370646	25.0	6	0.12121212121212122	1711296176.4190001	201.9	1211.1	25.4	141.7	850.0	34.0	0.122	113.454	-7.753	612.75
370649	25.0	4	0.08080808080808081	1711296240.419	200.4	801.4	26.6	140.6	562.4	22.496	0.081	113.424	-11.462	613.091
370682	20.014	18	0.45422749529874545	1711296944.419	304.0	5472.7	27.6	213.4	3840.8	191.906	0.691	114.649	-55.876	617.109
370688	25.0	4	0.08080808080808081	1711297073.419	192.6	770.4	19.6	135.2	540.7	21.628	0.078	115.843	-63.24	617.823
370691	25.0	18	0.36363636363636365	1711297137.4190001	277.5	4995.5	24.1	194.8	3505.9	140.236	0.505	116.807	-66.91	618.188
370694	25.0	12	0.24242424242424243	1711297201.419	393.3	4719.7	29.9	276.0	3312.3	132.492	0.477	118.199	-70.568	618.56
370727	25.0	13	0.26262626262626265	1711297905.4190001	292.5	3802.6	25.6	205.3	2668.7	106.748	0.384	-81.272	-64.53	623.403
370730	25.0	17	0.3434343434343434	1711297969.419	383.3	6515.5	22.3	269.0	4572.6	182.904	0.658	-80.5	-60.86	623.777
370733	25.0	9	0.18181818181818182	1711298033.419	238.0	2142.0	22.4	167.0	1503.3	60.132	0.216	-79.94	-57.183	624.128
370736	25.0	14	0.2828282828282828	1711298097.4190001	185.6	2598.0	22.0	130.2	1823.3	72.932	0.263	-79.526	-53.503	624.456
370739	25.0	28	0.5656565656565656	1711298161.4190001	225.1	6302.5	21.3	158.0	4423.1	176.924	0.637	-79.219	-49.819	624.762
370780	25.0	19	0.3838383838383838	1711298865.4200003	716.3	13609.4	28.4	502.7	9551.2	382.048	1.375	-78.613	-5.515	625.194
370785	25.0	9	0.18181818181818182	1711298993.419	343.8	3094.4	19.0	241.3	2171.7	86.868	0.313	-78.685	1.878	624.546
370788	25.0	2	0.04040404040404041	1711299057.419	196.6	393.2	20.0	138.0	275.9	11.036	0.04	-78.72	5.575	624.142
370791	25.0	6	0.12121212121212122	1711299121.419	352.3	2113.6	21.6	247.2	1483.3	59.332	0.214	-78.753	9.272	623.684
370824	25.0	13	0.26262626262626265	1711299825.42	165.4	2149.7	21.1	116.1	1508.7	60.348	0.217	-77.788	53.633	615.668
370827	18.272	5	0.13820340002476605	1711299889.42	244.7	1223.7	28.3	171.8	858.8	47.001	0.169	-77.368	57.323	614.937
370830	14.673	7	0.24094278847907963	1711299953.419	369.8	2588.5	24.6	259.5	1816.6	123.806	0.446	-76.799	61.009	614.222
370873	20.288	19	0.47298696746646274	1711300785.4200003	476.0	9044.5	24.7	334.1	6347.5	312.87	1.126	85.968	66.607	608.211
370879	25.0	35	0.7070707070707071	1711300914.419	257.8	9023.4	26.9	180.9	6332.7	253.308	0.912	87.581	59.236	608.128
370882	25.0	8	0.16161616161616163	1711300978.419	337.0	2696.3	20.0	236.5	1892.3	75.692	0.272	88.073	55.54	608.163
370915	25.0	2	0.04040404040404041	1711301682.419	283.6	567.3	17.3	199.0	398.1	15.924	0.057	89.263	11.052	611.022
370918	25.0	3	0.06060606060606061	1711301746.4190001	324.1	972.3	19.8	227.5	682.4	27.296	0.098	89.233	7.341	611.374
370921	25.0	3	0.06060606060606061	1711301810.42	526.1	1578.2	17.5	369.2	1107.6	44.304	0.159	89.199	3.631	611.73
370924	25.0	5	0.10101010101010101	1711301874.419	344.9	1724.4	20.2	242.0	1210.2	48.408	0.174	89.164	-0.08	612.08
370960	14.683	24	0.8255269441675489	1711302642.42	264.5	6346.9	24.2	185.6	4454.3	303.364	1.092	89.623	-48.238	616.577
370963	10.817	4	0.18676176575779052	1711302706.419	233.4	933.7	23.6	163.8	655.3	60.581	0.218	89.895	-51.931	616.91
370969	14.693	7	0.24061481898547168	1711302834.4200003	207.1	1449.9	28.6	145.4	1017.5	69.251	0.249	90.754	-59.306	617.615
370972	16.64	6	0.1821095571095571	1711302898.4189994	309.2	1855.3	22.9	217.0	1302.1	78.251	0.282	91.428	-62.985	617.97
370996	25.0	13	0.26262626262626265	1711303372.0220003	404.2	5255.2	24.9	283.7	3688.1	147.524	0.531	-146.897	-85.654	621.078
371007	25.0	12	0.24242424242424243	1711303602.4189994	405.0	4859.5	24.3	284.2	3410.4	136.416	0.491	-108.463	-72.091	622.707
371010	25.0	18	0.36363636363636365	1711303666.4199998	122.9	2212.3	20.5	86.3	1552.6	62.104	0.224	-106.817	-68.446	623.093
371013	10.992	21	0.9648890653257465	1711303730.4199998	304.8	6399.8	23.6	213.9	4491.4	408.606	1.471	-105.699	-64.786	623.479
371016	25.0	24	0.48484848484848486	1711303794.4190001	317.7	7625.5	24.3	223.0	5351.6	214.064	0.771	-104.909	-61.116	623.84
371019	25.0	2	0.04040404040404041	1711303858.419	239.7	479.5	16.7	168.2	336.5	13.46	0.048	-104.336	-57.44	624.182
371052	25.0	4	0.08080808080808081	1711304562.419	277.7	1110.6	21.6	194.8	779.4	31.176	0.112	-102.911	-13.165	625.597
371057	25.0	1	0.020202020202020204	1711304690.419	178.6	178.6	25.5	125.3	125.3	5.012	0.018	-102.972	-5.774	625.149
371060	25.0	3	0.06060606060606061	1711304755.419	574.9	1724.8	36.4	403.5	1210.5	48.42	0.174	-103.007	-2.077	624.849
371063	25.0	7	0.1414141414141414	1711304819.4189994	539.8	3778.7	18.9	378.8	2651.9	106.076	0.382	-103.043	1.619	624.493
371096	25.0	20	0.40404040404040403	1711305523.4190001	411.5	8231.0	23.7	288.8	5776.6	231.064	0.832	-102.705	45.989	617.094
371099	25.0	26	0.5252525252525253	1711305587.4189994	234.1	6086.8	23.1	164.3	4271.8	170.872	0.615	-102.478	49.684	616.344
371102	19.747	9	0.230184561981797	1711305651.419	242.9	2186.2	23.2	170.5	1534.3	77.698	0.28	-102.173	53.377	615.609
371105	25.0	8	0.16161616161616163	1711305715.519	192.3	1538.1	25.6	134.9	1079.4	43.176	0.155	-101.762	57.067	614.879
371108	13.324	9	0.34114789443519555	1711305779.419	464.6	4181.1	28.6	326.0	2934.3	220.227	0.793	-101.204	60.753	614.165
371141	21.78	19	0.44058584003487583	1711306483.4190001	292.7	5561.1	22.4	205.4	3902.8	179.192	0.645	58.02	74.175	608.424
371144	25.0	13	0.26262626262626265	1711306547.4190004	226.6	2945.5	27.4	159.0	2067.2	82.688	0.298	60.137	70.529	608.259
371149	24.295	14	0.29103548346190866	1711306675.4190004	359.2	5028.8	27.5	252.1	3529.2	145.264	0.523	62.536	62.969	608.073
371152	25.0	27	0.5454545454545454	1711306739.4189994	228.0	6155.6	23.3	160.0	4320.0	172.8	0.622	63.25	59.034	608.064
371155	25.0	6	0.12121212121212122	1711306803.419	328.7	1972.5	20.8	230.7	1384.3	55.372	0.199	63.762	55.092	608.098
371158	25.0	7	0.1414141414141414	1711306867.4189994	231.7	1622.2	24.7	162.6	1138.5	45.54	0.164	64.133	51.145	608.195
371161	25.0	16	0.32323232323232326	1711306931.419	317.1	5073.9	23.8	222.6	3560.9	142.436	0.513	64.404	47.196	608.33
371164	25.0	10	0.20202020202020202	1711306995.4190001	381.9	3819.0	25.3	268.0	2680.2	107.208	0.386	64.6	43.244	608.507
371167	25.0	5	0.10101010101010101	1711307059.419	563.2	2816.1	18.3	395.3	1976.4	79.056	0.285	64.74	39.29	608.728
371170	25.0	7	0.1414141414141414	1711307123.4189994	311.3	2179.0	21.7	218.5	1529.2	61.168	0.22	64.836	35.335	608.98
371173	25.0	2	0.04040404040404041	1711307187.419	522.0	1044.1	28.7	366.4	732.8	29.312	0.106	64.898	31.379	609.264
371176	25.0	4	0.08080808080808081	1711307251.419	459.0	1836.1	16.9	322.2	1288.6	51.544	0.186	64.933	27.422	609.572
371179	25.0	6	0.12121212121212122	1711307315.419	190.3	1141.6	22.4	133.5	801.2	32.048	0.115	64.947	23.464	609.905
371182	25.0	19	0.3838383838383838	1711307379.4190001	1303.1	24759.8	22.6	914.6	17376.6	695.064	2.502	64.945	19.507	610.25
371185	25.0	10	0.20202020202020202	1711307443.4190001	298.1	2980.6	22.0	209.2	2091.8	83.672	0.301	64.93	15.548	610.614
371188	25.0	1	0.020202020202020204	1711307507.419	184.7	184.7	36.9	129.6	129.6	5.184	0.019	64.905	11.59	610.985
371194	25.0	3	0.06060606060606061	1711307635.419	191.5	574.4	34.4	134.4	403.1	16.124	0.058	64.838	3.675	611.743
371197	25.0	7	0.1414141414141414	1711307699.4189994	483.0	3380.7	18.4	338.9	2372.6	94.904	0.342	64.8	-0.283	612.134
371200	25.0	3	0.06060606060606061	1711307763.419	434.8	1304.4	26.3	305.1	915.4	36.616	0.132	64.763	-4.24	612.517
371203	25.0	6	0.12121212121212122	1711307827.419	217.8	1306.7	19.6	152.8	917.0	36.68	0.132	64.728	-8.196	612.9
371206	25.0	10	0.20202020202020202	1711307891.4190001	333.6	3335.9	23.6	234.1	2341.2	93.648	0.337	64.697	-12.152	613.286
371209	25.0	3	0.06060606060606061	1711307955.419	221.4	664.2	18.1	155.4	466.1	18.644	0.067	64.673	-16.107	613.663
371215	25.0	9	0.18181818181818182	1711308083.419	334.7	3012.3	16.9	234.9	2114.0	84.56	0.304	64.659	-24.014	614.41
371218	25.0	14	0.2828282828282828	1711308147.4190004	526.7	7373.3	26.9	369.6	5174.6	206.984	0.745	64.676	-27.966	614.774
371221	25.0	8	0.16161616161616163	1711308211.419	344.5	2755.7	22.5	241.8	1934.0	77.36	0.278	64.713	-31.916	615.143
371224	25.0	19	0.3838383838383838	1711308275.4190001	505.4	9603.5	21.8	354.7	6739.8	269.592	0.971	64.779	-35.865	615.5
371230	25.0	23	0.46464646464646464	1711308367.1189997	272.7	6272.8	24.5	191.4	4402.3	176.092	0.634	64.936	-41.52	616.012
371233	25.0	20	0.40404040404040403	1711308403.4190001	407.1	8141.0	26.1	285.7	5713.4	228.536	0.823	65.024	-43.758	616.221
371236	25.0	20	0.40404040404040403	1711308467.4190001	233.9	4677.2	23.5	164.1	3282.5	131.3	0.473	65.227	-47.7	616.579
371239	25.0	1	0.020202020202020204	1711308531.419	178.3	178.3	25.5	125.1	125.1	5.004	0.018	65.508	-51.64	616.944
371242	23.172	15	0.3269358525702389	1711308596.4189992	434.1	6510.9	27.5	304.6	4569.4	197.195	0.71	65.9	-55.637	617.312
371245	25.0	19	0.3838383838383838	1711308660.4189994	236.6	4495.0	30.2	166.0	3154.6	126.184	0.454	66.432	-59.568	617.687
371248	25.0	14	0.2828282828282828	1711308724.4189994	292.2	4090.2	24.3	205.0	2870.5	114.82	0.413	67.177	-63.492	618.069
371251	25.0	12	0.24242424242424243	1711308788.42	375.6	4507.3	22.0	263.6	3163.2	126.528	0.456	68.244	-67.406	618.452
371254	25.0	2	0.04040404040404041	1711308852.42	287.3	574.7	19.9	201.6	403.3	16.132	0.058	69.832	-71.304	618.853
371257	25.0	20	0.40404040404040403	1711308916.4200003	324.7	6493.9	25.4	227.9	4557.5	182.3	0.656	72.358	-75.173	619.248
