DetectorID	EventID	X	Y	E	EpixMean	LET
0	0	109.625	25.2553	1804.79	60.1598	3.33284
0	0	134.845	65.943	2664.63	46.7479	4.51146
0	0	190.822	96.453	2883.57	46.5092	4.83537
0	0	3.41039	173.475	2257.46	57.8836	3.95636
0	0	168.203	175.192	2373.44	59.3361	4.29376
0	0	62.5956	175.843	1484.82	57.1085	2.78424
0	0	50.9837	212.173	2627.27	46.9156	4.70743
0	0	91.2687	213.383	3385.18	49.7821	5.56357
0	0	26.9904	228.898	3458.11	54.8907	5.78835
0	0	237.319	253.839	2833.78	62.9728	4.74715
0	1	77.1985	6.96125	3300.48	49.2608	5.42318
0	1	182.055	16.3415	3086.42	55.1147	4.51574
0	1	38.3098	16.1422	1871.2	45.6391	3.4024
0	1	64.5601	20.5138	2217.66	52.8014	3.88809
0	1	83.3185	22.7908	1687.99	52.7495	3.08809
0	1	209.508	38.5143	2976.08	47.2393	5.11028
0	1	157.964	43.358	2040.14	47.445	3.62734
0	1	19.041	84.0627	3237.03	55.8108	5.39963
0	1	9.18831	85.091	3262.4	54.3734	5.45493
0	1	137.127	90.0876	1296.63	61.7445	2.44285
0	1	158.572	111.792	2695.58	49.0106	4.59157
0	1	137.18	226.204	2419.77	49.3831	4.19684
0	2	0.547141	4.64087	187.53	46.8816	0.370259
0	2	244.008	23.9405	3229.33	68.7091	5.67614
0	2	90.236	39.2246	526.87	52.6866	1.04099
0	2	30.4158	55.2096	2283.49	51.8975	4.01641
0	2	173.94	63.8269	3056.78	47.7622	5.01832
0	2	209.378	67.4099	2975.65	47.9943	5.09575
0	2	155.06	75.5506	2009.74	55.8262	3.69369
0	2	208.453	85.0133	3218.37	48.0354	5.23602
0	2	84.1672	84.2594	1882.66	53.7904	3.40897
0	2	44.5719	95.1788	2086.84	54.9168	3.78797
0	2	44.3316	122.003	3262.28	55.2928	5.57596
0	2	213.407	150.692	223.41	44.6825	0.435788
0	2	116.635	177.798	1623.85	60.1424	3.06559
0	2	147.386	200.305	2226.84	51.7871	3.91453
0	3	207.138	6.06563	3064.34	45.7364	4.97096
0	3	152.931	10.3461	3258.17	47.2199	5.28212
0	3	168.27	17.5625	2947.94	44.6657	4.93004
0	3	79.9026	61.0186	3419.64	65.7623	5.99526
0	3	88.7421	89.8683	2826.5	47.9067	4.79326
0	3	177.545	90.646	2480.11	53.9154	4.37338
0	3	79.9546	171.355	2761.65	48.45	4.71479
0	3	230.609	206.36	3264.3	48.0043	5.37399
0	3	147.003	211.112	498.41	41.5345	0.979943
0	3	195.784	213.222	2466.38	49.3276	4.26035
0	3	124.113	217.892	3020.23	56.9855	5.28636
0	3	58.6717	247.834	2010.31	54.3327	3.6831
0	3	144.195	254.769	2567.04	62.6108	4.04423
0	4	237.312	2.34187	2509.17	62.7293	4.39353
0	4	150.951	25.3352	3340.69	51.3952	5.59321
0	4	77.7257	82.2779	3334.08	52.9218	5.46982
0	4	66.6265	108.537	675.75	61.4321	1.3366
