DetectorID	EventID	X	Y	E	EpixMean	LET
0	0	181.843	0.938307	1809.5	60.3168	3.10828
0	0	211.821	17.0341	4462.7	65.6279	7.20696
0	0	8.63111	18.2494	3125.87	46.6547	5.09401
0	0	138.396	33.2665	3912.7	54.3431	6.32152
0	0	91.5408	59.5968	2277.9	55.5585	4.14051
0	0	151.474	64.6202	3690.42	54.2709	6.04943
0	0	249.432	177.549	3447.49	50.6984	5.53529
0	0	42.1509	178.208	3095.98	48.3747	5.16808
0	0	206.614	179.265	5208.76	91.3817	8.33679
0	0	222.338	192.946	2591.54	50.8145	4.50208
0	0	140.083	202.402	2325.19	51.6709	4.05238
0	0	180.846	211.494	2842.91	49.0156	4.8417
0	0	231.996	212.562	3013.19	49.3965	5.04627
0	1	113.666	16.8533	3295.57	49.9329	5.39327
0	1	37.8723	69.5088	2416.66	56.2014	4.25962
0	1	165.07	70.884	1061.66	66.3537	2.04497
0	1	77.478	90.0139	2038.46	52.2683	3.65716
0	1	107.852	94.3666	4155.67	60.2271	6.57003
0	1	216.19	130.197	2462.69	51.3061	4.26196
0	1	146.871	150.217	4774.15	66.3076	7.43228
0	1	31.5288	170.421	3984.13	56.9162	6.4337
0	1	139.093	191.594	3556.74	50.0949	5.74325
0	1	162.496	230.129	3003.61	50.0601	5.04112
0	1	99.9706	237.641	2874.6	48.722	4.91234
0	1	196.987	237.244	1545.89	55.2103	2.91124
0	2	6.50612	0.661611	25.47	4.24453	0.0482413
0	2	160.506	0.5	20.91	4.1825	0.038283
0	2	55.4108	24.8489	4348.35	54.3543	5.96495
0	2	245.093	25.6418	4133.7	59.9086	6.56655
0	2	19.2763	32.2643	4516.57	80.6531	7.41414
0	2	206.753	62.8406	1550.74	59.644	2.91391
0	2	191.974	117.736	5443.43	81.2452	8.10326
0	2	231.847	136.864	8141.87	64.1092	9.59305
0	2	51.4913	204.17	2593.5	52.9285	4.47096
0	2	45.7835	228.591	3196.17	50.7328	5.39647
0	3	237.371	3.71699	1190.4	59.52	2.28413
0	3	206.687	12.8199	1104.57	61.365	2.11556
0	3	127.987	20.468	2537.43	49.7535	4.32534
0	3	48.7187	32.2777	2637.86	46.2782	4.48338
0	3	6.33024	50.7147	2419.03	51.4687	4.18977
0	3	139.809	61.9786	2519.2	48.4461	4.39973
0	3	141.904	75.2022	2805.56	50.0993	4.81686
0	3	118.025	87.4509	2431.42	52.857	4.33106
0	3	185.817	121.693	1266.59	60.3136	2.40776
0	3	129.824	165.173	2196.79	49.9271	3.8742
0	3	92.0648	173.283	3467.6	52.5394	5.87844
0	3	34.3096	184.868	2085.58	52.1396	3.7692
0	3	41.0776	204.863	3997.68	57.1098	6.51207
0	4	144.782	10.7595	954.49	59.6559	1.84316
0	4	223.631	36.6962	3846.01	53.4168	6.14719
0	4	199.445	53.3849	4220.08	63.9407	7.01431
0	4	11.7535	138.784	2695.68	49.92	4.57526
0	4	75.8641	188.166	3517.61	48.8557	5.6827
0	4	165.001	201.894	1950.73	59.113	3.53211
0	4	99.3058	212.367	4072.55	58.1793	6.57406
0	5	186.093	31.8905	2162.5	52.7438	3.78891
0	5	81.7125	59.1786	4828.39	73.1574	7.68851
0	5	63.7211	61.4517	1175.2	61.8528	2.27726
0	5	54.3757	189.058	3604.41	50.7663	5.81073
0	5	137.29	207.582	3887.33	54.7511	6.08036
0	5	80.6461	207.988	3661.87	51.5756	5.93401
0	5	22.2871	244.637	1032.23	57.3464	1.97714
0	6	141.277	25.8323	2619.42	51.3612	4.48618
0	6	225.814	28.0371	3992.31	50.5356	6.39805
0	6	180.317	32.4033	2352.54	52.2787	4.13265
0	6	85.7379	32.7947	2657.2	50.1359	4.52856
0	6	89.3855	83.2514	3358.17	49.3849	5.43533
0	6	134.363	90.1029	3964.71	54.3111	6.31422
0	6	31.7538	91.7926	159.44	53.145	0.31832
0	6	53.1143	158.238	4393.32	59.3692	6.84567
0	6	143.708	198.704	4130.27	60.7393	6.62868
0	6	227.608	209.84	3467.17	53.3411	5.78009
0	6	179.447	232.996	4035.38	60.2296	6.50299
0	7	26.2496	2.99902	3976.22	64.1326	6.63943
0	7	99.5919	1.17076	2584.14	66.2599	4.2842
0	7	189.629	20.2906	716.76	65.1595	1.41405
0	7	160.438	37.6797	2347.54	54.594	4.14211
0	7	33.0797	47.9773	3434.17	49.0596	5.56262
0	7	68.6473	66.4846	5445.11	83.771	8.25821
0	7	214.5	63.1803	16.51	8.25534	0.0328234
0	7	61.0201	73.7719	1033.04	68.8692	1.98863
0	7	86.3102	83.4016	480.05	53.3394	0.952085
0	7	180.818	91.7248	365.78	45.7225	0.721818
0	7	51.4997	180.506	4533.34	62.1006	7.01723
0	7	39.3492	198.24	3058.13	52.7265	5.11776
0	7	79.7749	216.432	5186.54	78.584	8.16634
0	7	33.9592	225.674	3063.54	50.2219	5.11698
0	7	166.994	235.164	3545.51	49.9367	5.72047
0	7	71.0967	237.593	2859.37	50.1644	4.85891
0	8	203.675	0.704665	1060.81	81.6009	2.01748
0	8	184.394	22.6094	2750.35	49.1135	4.66216
0	8	249.336	43.5218	1292.13	61.5302	2.48248
0	8	82.6047	47.2024	4430.76	64.2138	7.036
0	8	5.54041	57.4803	3891.46	74.8358	6.48274
0	8	171.186	66.96	1550	59.6156	2.93977
0	8	160.281	96.804	3136.32	48.2511	5.19748
0	8	62.2311	108.943	120.41	30.1022	0.240747
0	8	159.613	113.512	3082.14	50.5269	5.24332
0	8	106.283	144.568	4977.36	72.1357	7.66509
0	8	216.499	176.493	3876.58	54.5997	6.35006
0	8	116.491	179.805	2213.6	55.3401	3.98387
0	8	132.532	187.675	1562.69	55.8105	2.91607
0	8	147.164	216.444	5566.8	59.2212	7.12407
0	8	217.771	218.961	3515.65	50.2236	5.6931
0	8	198.545	240.989	2752.09	46.6456	4.63689
0	9	39.9967	1.87916	2864.94	81.8554	5.01967
0	9	68.7851	27.4424	3459.25	47.387	5.59842
0	9	34.8675	66.33	3808.2	62.4295	6.41569
0	9	195.247	79.2475	1893.51	54.1004	3.48638
0	9	24.053	86.2672	4760.62	78.043	7.62735
0	9	145.963	158.762	2854.48	50.0786	4.84539
0	9	254.845	173.319	3257.63	83.5289	5.38969
0	9	114.95	212.295	2377.16	49.5242	4.13105
0	9	247.117	245.754	1580.04	54.4843	2.91807
0	10	197.048	8.89019	3841.77	53.3579	6.3061
0	10	99.3881	27.959	4853.72	78.2858	7.82204
